Pharmacy,Populations,Percent
TOXAWAY PHARMACY,"[['37175960601', '37175960602', '37175960601']]",[0.10062079668908433]
CVS - 2471,"[['37183053725', '37183053726', '37183053726']]",[0.10432793807178044]
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,"[['37133000700', '37133000901', '37133000901']]",[0.06385696040868455]
KING'S PHARMACY AND COMPOUNDING LAB,[['37129010503']],[0.10085298544907174]
DAVIS DRUG COMPANY,"[['37101040101', '37101040102', '37101040103', '37195001600', '37101040101']]",[0.13890283255647184]
WALGREENS - 12730,"[['37183053805', '37183053808', '37183054011']]",[0.06798693344222131]
ROCKY POINT PAVILION PHARMACY,"[['37141920601', '37141920602', '37141920602']]",[0.1466093600764088]
CVS - 7018,"[['37183051900', '37183052001']]",[0.11569069960802945]
MAPLE HILL PHARMACY,"[['37061090600', '37133000304', '37141920204', '37141920204']]",[0.23168936326831063]
WOMBLE DRUG STORE,"[['37015960402', '37187950201', '37187950202', '37187950300', '37187950201']]",[0.24289272524263505]
INGLES MARKETS - 179,"[['37089930201', '37089930202', '37089930301', '37089930402', '37089931000']]",[0.1477085053674649]
RITE AID - 11542,"[['37035010403', '37035010403']]",[0.17333333333333334]
RITE AID - 11519,"[['37129011100', '37129011300', '37129010200']]",[0.1960386588712564]
WALGREENS - 7341,"[['37183053513', '37183053513']]",[0.07408262174013386]
SOUTHEAST FAMILY PHARMACY,"[['37191000401', '37191000402', '37191000604', '37191000402']]",[0.1317856724117716]
MAST PHARMACY,"[['37117970300', '37117970200']]",[0.19753777280358142]
INGLES MARKETS - 7,"[['37021001801', '37021000700']]",[0.14496314496314497]
RITE AID - 11528,[['37019020514']],[0.16631652661064425]
CVS - 5379,[['37059080301']],[0.14966863033873343]
CVS - 7008,"[['37149920103', '37149920104', '37149920201', '37149920104']]",[0.16565452091767882]
PEAK PHARMACY,"[['37067003201', '37067003201']]",[0.1087945413191812]
BEAR DRUGS PHARMACY,[['37055970102']],[0.0865174672489083]
CENTRAL REGIONAL HOSPITAL,"[['37077970704', '37077970704']]",[0.0]
CVS - 3973,"[['37127010601', '37127010601']]",[0.14804123711340206]
HARRIS TEETER - 280,"[['37081015704', '37081016006']]",[0.10017350013697379]
SCOTT COMMUNITY HEALTH CENTER,"[['37001021300', '37001021400', '37033930500', '37001021400']]",[0.16839986581684]
MARTIN DRUG COMPANY,"[['37159051501', '37159051501']]",[0.11374407582938388]
COMMUNITY PHARMACY INCORPORATED,"[['37031970401', '37031970502', '37031970503', '37031970401']]",[0.1843376918703809]
WALLY'S PHARMACY,"[['37171930202', '37171930400']]",[0.19622641509433963]
HARRIS TEETER - 347,"[['37081010403', '37081012503', '37081012508', '37081012508']]",[0.11140805077668281]
INSTITUTIONAL PHARMACY SOLUTIONS,"[['37133000902', '37133002202', '37133002202']]",[0.11737688185761674]
HARRIS TEETER - 11,"[['37119005855', '37119005855']]",[0.05638230978830434]
HARVEST FAMILY HEALTH CENTER PHARMACY,"[['37127011202', '37127011300', '37127011202']]",[0.1452356316433073]
RITE AID - 11414,[['37147000701']],[0.15867158671586715]
MARY TAYLOR HOMES,"[['37079950200', '37079950302', '37191000302', '37191000302']]",[0.1840229046202212]
WALGREENS - 7153,"[['37051001702', '37051001901', '37051003207', '37051001605']]",[0.1403442711135019]
COMMWELL HEALTH,"[['37101041302', '37163970201', '37163970202', '37101041302']]",[0.16376281637628165]
FOOD LION - 10,"[['37159051204', '37159050300']]",[0.18722956379370834]
RITE AID - 11321,"[['37067000400', '37067001400', '37067001500', '37067001601', '37067000400']]",[0.10671833272241714]
CVS - 3813,[['37167931203']],[0.34247017091260884]
GIANT GENIE HEALTH MART PHARMACY,"[['37119003110', '37119003110']]",[0.04126984126984127]
HEALTH CENTER PHARMACY,"[['37035011101', '37035011101']]",[0.1564525633470831]
STANTONSBURG DRUG COMPANY,"[['37195001000', '37195001100', '37195001000']]",[0.19749652294853964]
WAL-MART SUPERCENTER - 4410,"[['37027031301', '37027031302', '37027031402', '37027031402']]",[0.13964308476736775]
RITE AID - 11457,"[['37097061304', '37097061603', '37097061601']]",[0.11120821498798339]
CVS - 2560,"[['37119001802', '37119001914', '37119002100', '37119001802']]",[0.08351504579153947]
RITE AID - 11544,[['37011930200']],[0.17240089753178758]
FOOD LION,"[['37029950102', '37053110101', '37053110401', '37053110403', '37053110404', '37053990100', '37055970101', '37053110404']]",[0.1276376737004632]
MEDICAL PARK PHARMACY WEST,"[['37031970501', '37031970606']]",[0.19429510155316607]
RITE AID - 11357,[['37183053434']],[0.09655963302752293]
HARRIS TEETER - 157,[['37119005709']],[0.0868657339736897]
SUPER REX DRUGS,"[['37171931102', '37197050102', '37197050200', '37197050200']]",[0.161224855249806]
WALGREENS - 7805,[['37051001701']],[0.23985374771480805]
SAM'S CLUB - 4797,[['37025040703']],[0.29349067377236393]
RITE AID - 11553,[['37035011200']],[0.10818517276081852]
GASTON MEMORIAL HOSPITAL,"[['37071031401', '37071031402', '37071032100', '37071032100']]",[0.16920261941448383]
RITE AID - 11371,"[['37183053114', '37183053105']]",[0.08259339922935165]
HARRIS TEETER - 37,[['37067003909']],[0.10615989515072084]
CVS - 4655,[['37001021000']],[0.12276975361087511]
BRIDGE STREET PHARMACY,[['37171930901']],[0.18497876857749468]
SAM'S CLUB - 4950,"[['37089930401', '37089931000']]",[0.19954919119596923]
ALBEMARLE PHARMACY,[['37167931204']],[0.2746212121212121]
HIGH POINT REGIONAL ADULT HEALTH CENTER,"[['37081013700', '37081013700']]",[0.0891483152029716]
RITE AID - 11397,[['37183053721']],[0.06564433683077751]
BETHLEHEM PHARMACY,"[['37003040700', '37003040700']]",[0.13789596047660563]
PRICE PHARMACY,[['37159051700']],[0.17547333250835292]
FOOTHILLS PHARMACY,"[['37027030100', '37027030100']]",[0.1697559185171591]
LAYNES FAMILY PHARMACY INCORPORATED,"[['37157040300', '37157040300']]",[0.23360312587217416]
ANSON PHARMACY INCORPORATED,"[['37007920600', '37007920502']]",[0.18600078647267007]
WALGREENS - 12630,"[['37077970400', '37077970400']]",[0.15896671634376552]
WAL-MART - 1217,"[['37113970100', '37113970303', '37113970400', '37113970304']]",[0.1996763463094489]
CVS - 7587,"[['37147000303', '37147000304', '37147001002', '37147000303']]",[0.08126166255342201]
WAL-MART SUPERCENTER - 5298,"[['37071031800', '37071031800']]",[0.12279151943462897]
CVS - 4374,"[['37155960202', '37155960204', '37155960302', '37155960402', '37155960302']]",[0.17687992615209827]
PEOPLE'S REXALL DRUG STORE,[['37009970501']],[0.15103578154425612]
CHARLES GEORGE VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37021003003', '37021001900']]",[0.15725255075207742]
FRENCH CREEK BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.13973268529769137]
RITE AID - 11475,"[['37119003012', '37119003021', '37119003105', '37119005827', '37119003012']]",[0.10363924050632911]
U SAVE IT PHARMACY,"[['37113970200', '37113970302', '37113970700', '37113970304']]",[0.20161245171043055]
JABEZ HOME INFUSIONS,"[['37147000604', '37147000604']]",[0.16797027766914352]
WAL-MART SUPERCENTER - 1027,"[['37025042000', '37025042502', '37025042504', '37025042000']]",[0.11126666260880151]
WALGREENS - 11838,"[['37069060302', '37069060302']]",[0.188412852969815]
CVS - 3592,"[['37159050201', '37159050201']]",[0.19286719849835757]
WALGREENS - 4871,"[['37025041100', '37025040900']]",[0.13382389623347468]
BLUE RIDGE PHARMACY,[['37183052504']],[0.11024643320363164]
WALGREENS - 11088,[['37153970700']],[0.21311970979443773]
CVS - 7570,[['37047930900']],[0.16059225512528474]
RITE AID - 11436,[['37025042603']],[0.10448543282330748]
STANLEYVILLE FAMILY PHARMACY,"[['37067002806', '37067002806']]",[0.20202778820878708]
WALGREENS - 11895,[['37031970501']],[0.24164697941275734]
FAULKNERS DRUGS,"[['37179020501', '37179020502', '37179020902', '37179020406']]",[0.11195877330369322]
WAL-MART SUPERCENTER - 877,"[['37179020205', '37179020206', '37179020401', '37179020401']]",[0.13951946130694282]
WALGREENS - 6315,"[['37081014407', '37081013700']]",[0.07939258051365675]
CVS - 2559,"[['37119005527', '37119005527']]",[0.07147766323024055]
INGLES MARKETS - 4,[['37021001900']],[0.13318112633181126]
RITE AID - 11374,"[['37183052815', '37183052815']]",[0.09448818897637795]
RIDGELAWN CLINIC,"[['37021001000', '37021001000']]",[0.1259065269943594]
HIGHLANDS-CASHIERS HOSPITAL PHARMACY,"[['37113970501', '37113970501']]",[0.11712846347607053]
WAL-MART SUPERCENTER - 2845,"[['37037020203', '37037020402']]",[0.12244897959183673]
FOOD LION - 67,"[['37145920200', '37145920300', '37145920300']]",[0.2709264814081159]
FRED'S - 3733,[['37035010900']],[0.18611793611793612]
RITE AID - 11346,"[['37057060304', '37057060400', '37057060400']]",[0.14918431597023468]
RITE AID - 11482,"[['37119001505', '37119001507', '37119001510', '37119005616', '37119001507']]",[0.08554729011689692]
WAL-MART SUPERCENTER - 1552,"[['37159050202', '37159050202']]",[0.17192028985507246]
WAL-MART SUPERCENTER - 1662,[['37097060100']],[0.10054572515296842]
RITE AID - 11541,"[['37035010404', '37035010404']]",[0.17447916666666666]
CENTRAL CAROLINA PHARMACEUTICAL,[['37151030201']],[0.20253968253968255]
WAL-MART SUPERCENTER - 1312,"[['37051003502', '37051003601', '37085071202', '37051003502']]",[0.14930744901297852]
BRYAN CLINIC PHARMACY,"[['37065021100', '37065021100']]",[0.12079157029041378]
CVS - 3815,"[['37007920100', '37007920502', '37007920502']]",[0.21035029044182363]
CAMP JOHNSON BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.13973268529769137]
QUALITY DRUGS,"[['37077970703', '37077970702']]",[0.2291557420031463]
HARRIS TEETER - 283,"[['37183052905', '37183052906', '37183053110', '37183053111', '37183053111']]",[0.08583801240412492]
WALGREENS - 7981,"[['37019020206', '37129012107', '37129012201']]",[0.12947207678883071]
RITE AID - 11465,"[['37045951100', '37045951200', '37045951601', '37045951100']]",[0.1602024717328425]
HARMONY DRUG,"[['37097060801', '37097060802', '37097060802']]",[0.10925819436457734]
ALLCARE PHARMACY SERVICES,[['37101041112']],[0.07187745483110762]
FOOD LION - 2581,"[['37191000102', '37191000304', '37191000304']]",[0.14825124046956312]
CVS - 7054,[['37025042604']],[0.12015270243118345]
RITE AID - 11492,"[['37119005536', '37119005522']]",[0.08104474745534856]
WAL-MART SUPERCENTER - 5118,"[['37183053717', '37183053613']]",[0.11086344439230408]
CAROLINA COMPOUNDING CENTER,"[['37191000303', '37191001301', '37191001302']]",[0.1756666220018759]
CVS - 7517,"[['37155960801', '37155960801']]",[0.14836223506743737]
MEDICINE AND MORE,"[['37119001504', '37119001509', '37119001504']]",[0.07240084487209575]
HARRIS TEETER - 250,[['37067003307']],[0.12892848304875032]
HARRIS TEETER - 190,"[['37025041304', '37025041305', '37025041307', '37025041304']]",[0.07233950572807839]
CVS - 7521,"[['37087920602', '37087920702', '37087980100', '37087920900']]",[0.2218164496665608]
CAREMARK,"[['37183053615', '37183053615']]",[0.0698874296435272]
WAL-MART SUPERCENTER - 1661,"[['37107011001', '37107011302', '37107010800']]",[0.2562468972364719]
WALGREENS - 10276,"[['37183053611', '37183053611']]",[0.08196034627199106]
WAL-MART SUPERCENTER - 2580,"[['37163970802', '37163970900', '37163970801']]",[0.13173413293353323]
PLEASANT GARDEN DRUG STORE,"[['37081016800', '37081016900', '37081017101', '37151031308', '37081016900']]",[0.155423810286813]
CVS - 7540,"[['37051003800', '37051003800']]",[0.22082810539523212]
BALDWIN WOODS PHARMACY,[['37047930900']],[0.16059225512528474]
CVS - 5558,"[['37011930301', '37011930302', '37011930301']]",[0.19082388840453357]
TOWN AND COUNTRY DRUG HEALTH MART PHARMACY,"[['37003040200', '37003040400']]",[0.15672999191592563]
RITE AID - 11330,"[['37001021702', '37001021702']]",[0.06617982656321314]
INGLES MARKETS - 146,[['37071030901']],[0.183861459100958]
ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,[['37001020602']],[0.1745411948457634]
CENTER PHARMACY,[['37051000800']],[0.18165938864628822]
WAL-MART - 1953,"[['37069060403', '37069060404', '37069060602', '37069060302']]",[0.16113006080379652]
CVS - 5567,"[['37147000503', '37147001305', '37147000503']]",[0.06662290777814243]
MABRY'S DRUG AND HOME CARE,[['37153970900']],[0.11878279118572928]
CAROLINAS MEDICAL CENTER - NORTHCROSS PHARMACY,"[['37119006211', '37119006308']]",[0.09928815752981418]
WALGREENS - 10675,[['37081015800']],[0.11572298669072863]
CVS - 2571,"[['37119000800', '37119001000', '37119001100', '37119001000']]",[0.06957143993003101]
CVS - 7681,"[['37057060104', '37057060202', '37067003402', '37067003500', '37067003402']]",[0.12003457964123622]
WAL-MART SUPERCENTER - 2256,[['37181960400']],[0.19405066232860796]
RITE AID - 11487,"[['37119003008', '37119005830', '37119005839', '37119005853', '37119005853']]",[0.055939550140581065]
WALGREENS - 6812,"[['37081012608', '37081012610', '37081012617', '37081012620', '37081012608']]",[0.11471660794857531]
NORTH VILLAGE PHARMACY,"[['37033930100', '37033930200', '37033930300', '37033930400', '37033930200']]",[0.23847867054994004]
CVS - 5042,"[['37183053522', '37183053523', '37183053522']]",[0.053789846517119246]
MARION PHARMACY,"[['37111970400', '37111970500', '37111970904', '37111970400']]",[0.19713229326359455]
CREECH DRUG COMPANY,"[['37101040206', '37101040301', '37101040303', '37101040304', '37101040400', '37101040303']]",[0.18265993265993266]
WILMINGTON HEALTH,"[['37129010700', '37129010700']]",[0.24070125562662875]
THORNE DRUGS,"[['37065021200', '37065021100']]",[0.16654812707444286]
DUKE HOMECARE AND HOSPICE - DUKE HOME INFUSION,"[['37063001709', '37063001709']]",[0.19988512349224583]
LOWE'S FOODS - 224,"[['37183053613', '37183053613']]",[0.11576753878212549]
CVS - 7055,[['37181960500']],[0.225899658523772]
MEBANE DRUG STORE,"[['37001021207', '37135011104', '37135011105', '37001021207']]",[0.13950911880006817]
WALGREENS - 11396,[['37119005535']],[0.05203209940460782]
WAL-MART SUPERCENTER - 4499,"[['37069060802', '37183054306', '37183054306']]",[0.13250086715227194]
BAKERSVILLE PHARMACY,"[['37121950100', '37121950200', '37199960102', '37121950200']]",[0.21235056334394084]
HARRIS TEETER - 210,"[['37129011701', '37129011703', '37129011904', '37129011703']]",[0.13000601322910402]
WAL-MART - 1452,"[['37119003016', '37119003018', '37119005832', '37119003018']]",[0.05676786843769766]
WOMACK ARMY MEDICAL CENTER - NORTH POST MALL-DOD,[['37051003502']],[0.15049342105263158]
GATE CITY PHARMACY,[['37081010500']],[0.09987410826689047]
CVS - 4620,"[['37109071202', '37109071203', '37109071101']]",[0.1094895331176121]
MARINE CORPS NEW RIVER AIRSTATION PHARMACY-DOD,"[['37133002500', '37133000800']]",[0.1918067724366564]
WALGREENS - 7401,"[['37179020312', '37179020312']]",[0.1020145735105015]
HOSPITAL DRIVE PHARMACY,[['37121950300']],[0.17084942084942084]
CVS - 4381,"[['37157041300', '37157041400', '37157041400']]",[0.15796774752904458]
WAL-MART - 1694,"[['37111970600', '37111970300']]",[0.18390634262003558]
BILTMORE HEALTH CENTER PHARMACY,"[['37021000700', '37021000700']]",[0.08876811594202899]
CVS - 5420,"[['37147000606', '37147000607', '37147000606']]",[0.13245131559387543]
WAL-MART SUPERCENTER - 1039,"[['37171930600', '37171931101', '37171930600']]",[0.23110689286985409]
RITE AID - 11335,"[['37081014502', '37151031503']]",[0.1347878787878788]
WALGREENS - 7646,"[['37035010502', '37035010403']]",[0.12754076390440028]
WALGREENS - 12484,"[['37035011102', '37035011101']]",[0.1460387323943662]
RITE AID - 11363,[['37183053513']],[0.07408262174013386]
CVS - 3516,"[['37067002502', '37067003906']]",[0.08841463414634146]
ARCHDALE DRUG AT CORNERSTONE,"[['37057060602', '37081014408']]",[0.14389707127137294]
MOREHEAD CITY DRUG COMPANY,"[['37031970402', '37031970403', '37031970504', '37031970403']]",[0.14813453409299762]
CVS - 7024,"[['37031970903', '37031970904', '37031970904']]",[0.1227719729563614]
CVS - 2562,"[['37119003807', '37119003808']]",[0.07278371852362883]
RITE AID - 11525,"[['37129011705', '37129011611']]",[0.07157437281885823]
RITE AID - 11356,"[['37081015703', '37081012703']]",[0.14924123495552066]
HICKORY FAMILY PHARMACY,[['37035010402']],[0.15569207141485888]
RITE AID - 11919,"[['37119006409', '37119006410', '37119006411', '37119006408']]",[0.08785214134505781]
WALGREENS - 7749,"[['37019020512', '37019020510']]",[0.20461669991450557]
WALGREENS - 10886,[['37089931100']],[0.12294673967147834]
TODD'S PHARMACY OF GATES COUNTY INCORPORATED,"[['37073970100', '37073970200', '37073970300', '37091950201', '37073970200']]",[0.20499390986601707]
ALLEN DRUG,"[['37071030205', '37071030209', '37071033501', '37109071002', '37071033502']]",[0.16683695810830534]
HOT SPRINGS MEDICAL CENTER PHARMACY,"[['37115010200', '37115010200']]",[0.23407707910750508]
HARDIN'S DRUG - 1,"[['37161961200', '37161960800']]",[0.19733796296296297]
FRED'S - 3784,"[['37111970700', '37111970800', '37111970902', '37111970800']]",[0.21949356677046003]
RITE AID - 11403,"[['37063000301', '37063000301']]",[0.025561312607944732]
RITE AID - 11498,[['37119005918']],[0.07630443311102393]
CVS - 7090,"[['37119005856', '37119005857']]",[0.05408438061041292]
CVS - 7524,"[['37025041701', '37167930801', '37167930801']]",[0.1665494983063846]
CVS - 3823,"[['37071031500', '37071033100']]",[0.15146937654490525]
EDEN DRUG,[['37157040300']],[0.23360312587217416]
CAMPUS HEALTH PHARMACY,"[['37135011602', '37135012201', '37135011602']]",[0.04587637891787778]
SOUTHERN PHARMACY SERVICES,[['37067003307']],[0.12892848304875032]
SUTTON'S DRUG STORE,"[['37135011400', '37135011601']]",[0.053005817711700064]
BLACK MOUNTAIN NEURO-MEDICAL TREATMENT CENTER,"[['37021002900', '37021003107', '37021003108', '37021003107']]",[0.17338039867109634]
CVS - 6406,"[['37071030301', '37071030401', '37071030901']]",[0.15960334029227558]
CHARLOTTE TREATMENT CENTER,[['37119003902']],[0.13167041504804744]
CVS - 7323,"[['37035011200', '37035011701', '37035011200']]",[0.10335809806835067]
SOUTHSIDE HEALTH MART PHARMACY,"[['37097060200', '37097060300', '37097060300']]",[0.1270791749833666]
SUNSET COMMUNITY PHARMACY,"[['37119005405', '37119005406', '37119005406']]",[0.0755835843373494]
INNES STREET DRUG COMPANY,"[['37159050700', '37159052000', '37159052000']]",[0.17121230325603748]
DURHAM VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37063001505', '37063001505']]",[0.07692307692307693]
CVS - 3523,"[['37097061303', '37097061408', '37097061501', '37097061502', '37097061503', '37097061601', '37097061604', '37097061601']]",[0.09253035395282648]
WALGREENS - 7748,[['37133002600']],[0.1409204423831609]
CVS - 7696,"[['37159050904', '37167930101', '37167930101']]",[0.18138054196754405]
HAVELOCK DRUG COMPANY,"[['37049961301', '37049961302', '37049961303', '37049961301']]",[0.1272893130306645]
CVS - 7313,"[['37093970202', '37093970300']]",[0.25827482447342026]
HENDERSON BRANCH MEDICAL CLINIC PHARMACY,"[['37133001304', '37133001301']]",[0.20182692307692307]
RITE AID - 11390,"[['37183051501', '37183052504', '37183052504']]",[0.0925172374816322]
OAKWOOD PHARMACY INCORPORATED,"[['37065020300', '37065020300']]",[0.15487497577049816]
SOUTHSIDE PHARMACY,"[['37069060702', '37127011000', '37127011000']]",[0.2522603241834324]
HARRIS TEETER - 40,"[['37119005845', '37119005850', '37119005850']]",[0.09682012339819648]
RITE AID - 11380,[['37069060302']],[0.188412852969815]
SAM'S CLUB - 6216,"[['37147001301', '37147001601', '37147000606']]",[0.1450214628398283]
RITE AID - 11562,"[['37089931700', '37089931801', '37089931802', '37089931700']]",[0.11211535807920518]
HARRIS TEETER - 223,"[['37135011204', '37135011207', '37135011208', '37135011207']]",[0.08158347676419965]
WALGREENS - 1956,"[['37019020101', '37019020107', '37019020108', '37019020108']]",[0.14167214191852825]
WAL-MART SUPERCENTER - 1464,"[['37119005927', '37119005927']]",[0.060088633993743486]
FUTRELL PHARMACY SERVICES,"[['37131920201', '37131920202', '37131920303', '37131920201']]",[0.2072808320950966]
WAL-MART SUPERCENTER - 1261,"[['37051002501', '37051002503', '37051002503']]",[0.146403890453033]
CVS - 6518,"[['37119005531', '37119005532', '37119005609', '37119005610', '37119005611', '37119005531']]",[0.044666587329921854]
CENTRAL DRUG STORE,"[['37071030504', '37071030801', '37071031600', '37071031600']]",[0.2195144551519644]
WALGREENS - 10088,[['37061090705']],[0.15675675675675677]
WAL-MART - 1352,"[['37061090703', '37061090704', '37061090705', '37061090705']]",[0.176409426987061]
WALKERTOWN FAMILY PHARMACY,"[['37067003003', '37067003105']]",[0.13268608414239483]
O'NEALS DRUG STORE - AURORA,"[['37013930800', '37137950104', '37013930800']]",[0.22145035581158928]
DREXEL DISCOUNT DRUGS HEALTH MART PHARMACY,"[['37023020801', '37023020802', '37023021201', '37023020802']]",[0.19733231220881997]
RITE AID - 11339,[['37157040300']],[0.23360312587217416]
RITE AID - 11559,"[['37175960401', '37175960301']]",[0.13558900360741385]
CVS - 2676,"[['37035010600', '37035010700', '37035010600']]",[0.1711060032449973]
WALGREENS - 10434,[['37031970403']],[0.15798764342453664]
RITE AID - 11504,"[['37051003312', '37051003313', '37051003314', '37093970105', '37051003313']]",[0.14124670356739213]
ZEBULON DRUG,[['37183054305']],[0.1723911616714067]
WALGREENS - 7823,[['37021002206']],[0.1546300398759415]
HARRIS TEETER - 118,"[['37183053210', '37183053211', '37183053202']]",[0.031037171822199117]
CVS - 3112,[['37055970102']],[0.0865174672489083]
FAMILY MED PHARMACY,"[['37071030103', '37071030208', '37071033502']]",[0.15911843061273917]
INGLES MARKETS - 110,"[['37099950800', '37099950900']]",[0.0783465513097813]
NEIGHBORCARE HOME CARE,[['37077970400']],[0.15896671634376552]
CVS - 3435,"[['37025042102', '37025042101']]",[0.12638411607483774]
FAMILY CARE SPECIALTYPHARMACY,"[['37119005612', '37119005624', '37119005625', '37119005622']]",[0.09389503748661192]
WAL-MART SUPERCENTER - 1131,"[['37003040300', '37003040600', '37003040400']]",[0.1716134195958114]
RITE AID - 11395,"[['37183052508', '37183052504']]",[0.11509023906264765]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - BERNSTEIN CENTER PHARMACY,"[['37147000800', '37147002004', '37147000800']]",[0.2035466461063994]
NEW HANOVER REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,[['37129010700']],[0.24070125562662875]
CVS - 7314,[['37163970701']],[0.06757464641173389]
CVS - 5559,[['37157040300']],[0.23360312587217416]
WALGREENS - 9987,"[['37183054222', '37183054219']]",[0.053222453222453225]
DUKE CHILDRENS HOSPITAL AND HEALTH CENTER,[['37063001505']],[0.07692307692307693]
WALGREENS - 6548,"[['37051002001', '37051002001']]",[0.10510610079575597]
SAINT PAULS DRUG COMPANY,"[['37017950302', '37155960101', '37155960102']]",[0.1894166043380703]
THE OUTER BANKS HOSPITAL,"[['37055970400', '37055970400']]",[0.07920792079207921]
CVS - 3812,"[['37067002702', '37067002702']]",[0.13138218329416793]
CVS - 7331,"[['37189920100', '37189920300', '37189920400', '37189920500', '37189920602', '37189920500']]",[0.08669167388028598]
ANGIER DISCOUNT DRUG,"[['37085070901', '37085070902', '37085070903', '37085070904', '37085071004', '37101041508', '37183052901', '37183053115', '37085070901']]",[0.12011206250246616]
MIZELLES DISCOUNT DRUG,"[['37091950202', '37091950401', '37091980000', '37091950401']]",[0.18462484624846248]
HARRIS TEETER - 216,[['37067002200']],[0.09396355353075171]
DEE'S DRUG STORE INCORPORATED,"[['37141920401', '37141920402', '37141920401']]",[0.16647662485746864]
CVS - 3593,"[['37179020405', '37179020405']]",[0.09855907780979827]
CVS - 7339,"[['37169070701', '37169070701']]",[0.19189698492462312]
WALGREENS - 4546,"[['37119001508', '37119001508']]",[0.07369578881206788]
WINSTON-SALEM HEALTHCARE PHARMACY,[['37067003903']],[0.14647683397683398]
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,"[['37135011700', '37135011602']]",[0.04352696431429029]
FOOD LION - 2676,"[['37081016006', '37081016006']]",[0.09205384281372124]
RITE AID - 11424,"[['37195000300', '37195000401', '37195000900', '37195000401']]",[0.16157535975763695]
RITE AID - 11359,[['37183053519']],[0.12399667866039303]
WARRENS DRUG STORE SOUTH,"[['37001021204', '37001021206', '37001021902', '37001022001', '37001022002', '37001021205']]",[0.12063183312093366]
MEDICINE BOX HEALTH MART PHARMACY,"[['37161960900', '37161960800']]",[0.20289142407553107]
WAL-MART SUPERCENTER - 1502,"[['37083930100', '37131920301', '37083930400']]",[0.17347283158960514]
SAM'S CLUB - 6414,"[['37071031303', '37071031304', '37071031303']]",[0.17626865671641792]
BOWMAN HEALTH MART DRUG,[['37035010204']],[0.12342671538773853]
METROVIEW PHARMACY,"[['37119002400', '37119002600']]",[0.04676909173068233]
MARLEY DRUG,"[['37067003703', '37067003703']]",[0.1433810481485863]
WALGREENS - 11266,[['37119006208']],[0.04729011689691817]
HARRIS TEETER - 244,"[['37081012510', '37081015705']]",[0.08965172471254791]
CVS - 2521,[['37035011101']],[0.1564525633470831]
RITE AID - 11517,[['37125951102']],[0.11048265460030166]
CVS - 7042,"[['37063002013', '37063002036', '37063002036']]",[0.07130847591731777]
WALGREENS - 7479,[['37105030300']],[0.20399373531714957]
RITE AID - 11527,"[['37019020201', '37019020201']]",[0.12867898699520877]
WALGREENS - 12780,[['37027030600']],[0.17972879797747643]
SILER CITY PHARMACY,"[['37037020300', '37037020401', '37037020402', '37037020500', '37037020401']]",[0.15108006726167378]
RITE AID - 11372,"[['37183052802', '37183052802']]",[0.14215308794085937]
SMITH'S DRUGS OF FOREST CITY,"[['37161960101', '37161960103', '37161960700', '37161960800', '37161960800']]",[0.19634124252852744]
CVS - 4294,[['37057061400']],[0.16143941895014857]
COLLEGE DISCOUNT DRUG,"[['37023020901', '37023020901']]",[0.2840150855816652]
DOCTORS PARK PHARMACY,[['37133002600']],[0.1409204423831609]
HARRIS TEETER - 99,[['37097061403']],[0.11811577220529647]
RITE AID - 11431,[['37167931203']],[0.34247017091260884]
WAL-MART SUPERCENTER - 1372,"[['37183053009', '37183053010', '37183052802']]",[0.10727245613162996]
CVS - 3985,[['37077970400']],[0.15896671634376552]
WAL-MART SUPERCENTER - 3701,"[['37191000800', '37191000902', '37191001000', '37191000700']]",[0.14676258992805755]
WAL-MART SUPERCENTER - 3612,[['37001020302']],[0.07758381823219729]
CVS - 5586,"[['37021001300', '37021001300']]",[0.0901673640167364]
SAM'S CLUB - 6355,[['37035011000']],[0.17078189300411523]
WAL-MART SUPERCENTER - 3289,[['37009970501']],[0.15103578154425612]
WALGREENS - 7475,"[['37083930504', '37083930600', '37083930400']]",[0.17108858527985896]
KING'S PHARMACY,"[['37039930502', '37039930603', '37039930604', '37039930605', '37039930606', '37039930502']]",[0.1787318002449313]
BI-LO - 288,[['37175960301']],[0.1408955223880597]
B AND B PHARMACY,"[['37021001100', '37021001000']]",[0.1375984251968504]
HARRIS TEETER - 191,[['37129011612']],[0.05668430937339935]
CVS - 7163,"[['37051001606', '37051003003', '37051003004', '37051003105', '37051003106', '37051001606']]",[0.1638970691347637]
RX CLINIC PHARMACY,"[['37119001927', '37119001927']]",[0.04811982154238369]
CLINTON DRUG COMPANY,[['37163970701']],[0.06757464641173389]
FAIRBROOK MEDICAL CLINIC AND PHARMACY,[['37035011000']],[0.17078189300411523]
CVS - 3806,"[['37109070100', '37109070100']]",[0.15242848915338836]
CVS - 7407,[['37119001504']],[0.0739235170129479]
