NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,Geo Point,X,Y
CVS - 3593,2501 WEST ROOSEVELT BOULEVARD,MONROE,NC,28110,418,UNION,"35.012295906331, -80.568326194798",-80.568326,35.012296
CVS - 7339,610 NORTH MAIN STREET,WALNUT COVE,NC,27052,9248,STOKES,"36.299956624298765, -80.1410531627732",-80.141053,36.299957
WALGREENS - 4546,3080 MILTON ROAD,CHARLOTTE,NC,28215,5524,MECKLENBURG,"35.23642541430138, -80.73875678589694",-80.738757,35.236425
KERR DRUG,552 FORK ROAD,NORWOOD,NC,28128,8445,STANLY,"35.21654041191043, -80.11159267296344",-80.111593,35.21654
WINSTON-SALEM HEALTHCARE PHARMACY,255 CHARLOIS BOULEVARD,WINSTON SALEM,NC,27103,1507,FORSYTH,"36.081750320221076, -80.30199880210297",-80.301999,36.08175
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,4220,ORANGE,"35.905131540887886, -79.05106821852341",-79.051068,35.905132
FOOD LION - 2676,3516 DRAWBRIDGE PARKWAY,GREENSBORO,NC,27410,8432,GUILFORD,"36.13961559918055, -79.8663212206478",-79.866321,36.139616
RITE AID - 11424,1326 WARD BOULEVARD,WILSON,NC,27893,4665,WILSON,"35.7214978850193, -77.93482325039268",-77.934823,35.721498
RITE AID - 11359,929 KILDAIRE FARM ROAD,CARY,NC,27511,3922,WAKE,"35.77134212683767, -78.78080713184362",-78.780807,35.771342
WARRENS DRUG STORE SOUTH,100 MILLSTEAD DRIVE,MEBANE,NC,27302,7165,ALAMANCE,"36.06365820985849, -79.30078053209584",-79.300781,36.063658
MEDICINE BOX HEALTH MART PHARMACY,664 SOUTH BROADWAY STREET,FOREST CITY,NC,28043,4247,RUTHERFORD,"35.31821511393632, -81.85831729720545",-81.858317,35.318215
WAL-MART SUPERCENTER - 1502,251 PREMIER BOULEVARD,ROANOKE RAPIDS,NC,27870,5076,HALIFAX,"36.428267271317495, -77.63431451800055",-77.634315,36.428267
SAM'S CLUB - 6414,3540 EAST FRANKLIN BOULEVARD,GASTONIA,NC,28056,6297,GASTON,"35.2611617851882, -81.11741301220073",-81.117413,35.261162
BOWMAN HEALTH MART DRUG,126 1ST AVENUE SOUTH,CONOVER,NC,28613,2112,CATAWBA,"35.70572845370513, -81.21956430275037",-81.219564,35.705728
METROVIEW PHARMACY,1900 RANDOLPH ROAD,CHARLOTTE,NC,28207,1122,MECKLENBURG,"35.21029198888413, -80.8245860998686",-80.824586,35.210292
MARLEY DRUG,5008 PETERS CREEK PARKWAY,WINSTON SALEM,NC,27127,7276,FORSYTH,"36.003382387187386, -80.26409653722537",-80.264096,36.003382
WALGREENS - 11266,19631 WEST CATAWBA AVENUE,CORNELIUS,NC,28031,4002,MECKLENBURG,"35.48033477772775, -80.8891281048781",-80.889128,35.480335
HARRIS TEETER - 244,3357 BATTLEGROUND AVENUE,GREENSBORO,NC,27410,2401,GUILFORD,"36.12062580893393, -79.84598843861548",-79.845988,36.120626
CVS - 2521,2701 SOUTH NC HIGHWAY 127,HICKORY,NC,28602,,CATAWBA,"35.69105900566852, -81.35888023333607",-81.35888,35.691059
RITE AID - 11517,1690 UNITED STATES HIGHWAY 1 SOUTH,SOUTHERN PINES,NC,28387,,MOORE,"35.15900188003268, -79.41319546320003",-79.413196,35.159002
CVS - 7042,2010 SEDWICK ROAD,DURHAM,NC,27713,4452,DURHAM,"35.88898493840417, -78.89482205399456",-78.894822,35.888985
WALGREENS - 7479,1956 SOUTH HORNER BOULEVARD,SANFORD,NC,27330,5841,LEE,"35.463719788537375, -79.15169683454124",-79.151697,35.46372
RITE AID - 11527,501 OLDE WATERFORD WAY,LELAND,NC,28451,4117,BRUNSWICK,"34.21643910977706, -78.02012088966727",-78.020121,34.216439
KERR DRUG,419 WEST BROAD STREET,SAINT PAULS,NC,28384,1537,ROBESON,"34.806723549052535, -78.97541609327804",-78.975416,34.806723
WALGREENS - 12780,3062 HICKORY BOULEVARD,HUDSON,NC,28638,2659,CALDWELL,"35.84650031293903, -81.47338130380408",-81.473381,35.8465
SILER CITY PHARMACY,202 EAST RALEIGH STREET,SILER CITY,NC,27344,3416,CHATHAM,"35.723232592709955, -79.4619192774527",-79.461919,35.723233
RITE AID - 11372,2311 TIMBER DRIVE,GARNER,NC,27529,2586,WAKE,"35.70169471374003, -78.64123025307372",-78.64123,35.701695
TARGET,2901 WEST UNITED STATES HIGHWAY 74,MONROE,NC,28110,,UNION,"35.01989616057931, -80.5817098236494",-80.58171,35.019896
SMITH'S DRUGS OF FOREST CITY,139 EAST MAIN STREET,FOREST CITY,NC,28043,3125,RUTHERFORD,"35.33384023284041, -81.86384549637255",-81.863845,35.33384
CVS - 4294,309 EAST CENTER STREET,LEXINGTON,NC,27292,4107,DAVIDSON,"35.819661639173226, -80.24921892221543",-80.249219,35.819662
COLLEGE DISCOUNT DRUG,721 MALCOLM BOULEVARD,RUTHERFORD COLLEGE,NC,28671,,BURKE,"35.7474382385838, -81.52549449827244",-81.525494,35.747438
DOCTORS PARK PHARMACY,403 WESTERN BOULEVARD,JACKSONVILLE,NC,28546,6870,ONSLOW,"34.76790057175395, -77.38549289747918",-77.385493,34.767901
HARRIS TEETER - 99,134 TOWN CENTER DRIVE,MOORESVILLE,NC,28117,9158,IREDELL,"35.58553710735161, -80.87602639280378",-80.876026,35.585537
RITE AID - 11431,1825 EAST MAIN STREET,ALBEMARLE,NC,28001,5331,STANLY,"35.349919358291736, -80.16631000280437",-80.16631,35.349919
WAL-MART SUPERCENTER - 1372,4500 FAYETTEVILLE ROAD,RALEIGH,NC,27603,3614,WAKE,"35.71918085281408, -78.65946067197238",-78.659461,35.719181
CVS - 3985,215 WILLIAMSBORO STREET,OXFORD,NC,27565,3330,GRANVILLE,"36.313197424621414, -78.58647600156621",-78.586476,36.313197
WAL-MART SUPERCENTER - 3701,308 NC HIGHWAY 55 WEST,MOUNT OLIVE,NC,28365,8526,WAYNE,"35.21053485529932, -78.07173150430548",-78.071731,35.210535
WAL-MART SUPERCENTER - 3612,530 SOUTH GRAHAM HOPEDALE ROAD,BURLINGTON,NC,27217,4322,ALAMANCE,"36.09123136623451, -79.40342808473832",-79.403428,36.091231
CVS - 5586,320 NEW LEICESTER HIGHWAY,ASHEVILLE,NC,28806,2021,BUNCOMBE,"35.59923456272485, -82.62251335770523",-82.622513,35.599235
SAM'S CLUB - 6355,2435 UNITED STATES HIGHWAY 70 SOUTHEAST,HICKORY,NC,28602,,CATAWBA,"35.703861681471366, -81.28975059141662",-81.289751,35.703862
WAL-MART SUPERCENTER - 3289,1489 MOUNT JEFFERSON ROAD,WEST JEFFERSON,NC,28694,8336,ASHE,"36.38933503448424, -81.48119969760795",-81.4812,36.389335
WALGREENS - 7475,101 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,4941,HALIFAX,"36.436913934430486, -77.64594704452047",-77.645947,36.436914
KING'S PHARMACY,30 PEACHTREE STREET,MURPHY,NC,28906,2940,CHEROKEE,"35.08725074132859, -84.03420040732293",-84.0342,35.087251
BI-LO - 288,41 FOREST GATE DRIVE,PISGAH FOREST,NC,28768,,TRANSYLVANIA,"35.27517651418474, -82.70428090973613",-82.704281,35.275177
B AND B PHARMACY,462 HAYWOOD ROAD,ASHEVILLE,NC,28806,4263,BUNCOMBE,"35.57752765167975, -82.58214842980617",-82.582148,35.577528
HARRIS TEETER - 191,8260 MARKET STREET,WILMINGTON,NC,28411,9388,NEW HANOVER,"34.29792070437696, -77.79018039880634",-77.79018,34.297921
CVS - 7163,3966 SOUTH MAIN STREET,HOPE MILLS,NC,28348,2361,CUMBERLAND,"34.96608131030421, -78.94492576371299",-78.944926,34.966081
RX CLINIC PHARMACY,7308 EAST INDEPENDENCE BOULEVARD,CHARLOTTE,NC,28227,9448,MECKLENBURG,"35.160914672374176, -80.73964614075679",-80.739646,35.160915
CLINTON DRUG COMPANY,307 BEAMAN STREET,CLINTON,NC,28328,2907,SAMPSON,"35.004007855977754, -78.32267357242736",-78.322674,35.004008
FAIRBROOK MEDICAL CLINIC AND PHARMACY,1985 STARTOWN ROAD,HICKORY,NC,28602,8307,CATAWBA,"35.69548451729659, -81.29121886325991",-81.291219,35.695484
CVS - 3806,1403 EAST MAIN STREET,LINCOLNTON,NC,28092,3901,LINCOLN,"35.4769693968202, -81.23944087669508",-81.239441,35.476969
CVS - 7407,6110 THE PLAZA,CHARLOTTE,NC,28215,2402,MECKLENBURG,"35.247527658274784, -80.75156676599343",-80.751567,35.247528
CAJAHS MOUNTAIN DISCOUNT DRUG,2006 CONNELLY SPRINGS ROAD,LENOIR,NC,28645,7830,CALDWELL,"35.836702975362, -81.53911641149317",-81.539116,35.836703
WARD DRUG COMPANY,117 WEST CHURCH STREET,NASHVILLE,NC,27856,1327,NASH,"35.97329962677633, -77.96748722785325",-77.967487,35.9733
CLARKS PHARMACY,112 EAST MAIN STREET,WILLIAMSTON,NC,27892,2480,MARTIN,"35.855665642955046, -77.05451975758074",-77.05452,35.855666
KERR DRUG,707 SOUTH MCDANIEL STREET,ENFIELD,NC,27823,1758,HALIFAX,"36.17174445394333, -77.67184854377523",-77.671848,36.171745
MEDCARE CLINIC AND PHARMACY,7892 IDLEWILD ROAD,INDIAN TRAIL,NC,28079,8675,UNION,"35.107317660381675, -80.63392369901946",-80.633924,35.107318
CVS - 4293,4923 RAEFORD ROAD,FAYETTEVILLE,NC,28304,3141,CUMBERLAND,"35.042484909051254, -78.96014836585435",-78.960148,35.042485
LIBERTY MEDICAL SPECIALTIES,3240 BURNT MILL DRIVE,WILMINGTON,NC,28403,2570,NEW HANOVER,"34.23105611204987, -77.9012972475699",-77.901297,34.231056
CVS - 7941,8420 STEELE CREEK ROAD,CHARLOTTE,NC,28273,3135,MECKLENBURG,"35.172063753939064, -80.96188413524463",-80.961884,35.172064
RITE AID - 11362,1200 NORTHWEST MAYNARD ROAD,CARY,NC,27513,8719,WAKE,"35.784269446877424, -78.80941383048389",-78.809414,35.784269
KMART,102 NEW MARKET,MADISON,NC,27025,1539,ROCKINGHAM,"36.39614492404899, -79.96679890974188",-79.966799,36.396145
MOORESVILLE PHARMACY,1000 LOWES BOULEVARD,MOORESVILLE,NC,28117,8520,IREDELL,"35.541997218296935, -80.85332260575363",-80.853323,35.541997
ELM CITY PHARMACY INCORPORATED,118 EAST MAIN STREET,ELM CITY,NC,27822,,WILSON,"35.80549312161025, -77.86134564988178",-77.861346,35.805493
WINTERPARK DISCOUNT DRUG,5220 WRIGHTSVILLE AVENUE,WILMINGTON,NC,28403,7056,NEW HANOVER,"34.21141952489113, -77.86397069898855",-77.863971,34.211419
EASTER AREA HEALTH EDUCATION CENTER,2000 VENTURE TOWER DRIVE,GREENVILLE,NC,27834,2871,PITT,"35.60838465552739, -77.39740767082729",-77.397408,35.608385
FAISON PHARMACY,206 SOUTHWEST CENTER STREET,FAISON,NC,28341,,DUPLIN,"35.11456456650154, -78.13703903562298",-78.137039,35.114565
BI-LO - 640,9101 PINEVILLE-MATTHEWS ROAD,PINEVILLE,NC,28134,8840,MECKLENBURG,"35.086995910332966, -80.87147855539095",-80.871479,35.086996
WALGREENS - 9236,3703 LAWNDALE DRIVE,GREENSBORO,NC,27455,3001,GUILFORD,"36.11785763632081, -79.82928898329993",-79.829289,36.117858
PHYSICIANS PHARMACY ALLIANCE,9000 REGENCY PARKWAY,CARY,NC,27518,8713,WAKE,"35.72857660262808, -78.79776959569027",-78.79777,35.728577
RITE AID - 11387,2850 CAPITAL BOULEVARD,RALEIGH,NC,27604,2414,WAKE,"35.81812731752164, -78.59600777833627",-78.596008,35.818127
SAM'S CLUB - 8228,930 HANES MALL BOULEVARD,WINSTON SALEM,NC,27103,5527,FORSYTH,"36.06663610527202, -80.31269879461362",-80.312699,36.066636
WALGREENS - 12349,603 SOUTH SCALES STREET,REIDSVILLE,NC,27320,5023,ROCKINGHAM,"36.35450356228955, -79.66400048183674",-79.664001,36.354504
CVS - 3529,600 NORTH CANNON BOULEVARD,KANNAPOLIS,NC,28083,3702,CABARRUS,"35.50130713511616, -80.60862166985417",-80.608622,35.501307
THE MEDICINE SHOPPE PHARMACY,102 NORTH PATTERSON STREET,MAXTON,NC,28364,1735,ROBESON,"34.73598879534659, -79.3487444426019",-79.348744,34.735989
RITE AID - 11537,2904 ARENDELL STREET,MOREHEAD CITY,NC,28557,3318,CARTERET,"34.7243810739274, -76.74301326175258",-76.743013,34.724381
BI-LO - 99,9815 ROSE COMMONS DRIVE,HUNTERSVILLE,NC,28078,3334,MECKLENBURG,"35.40850502298836, -80.86428913573499",-80.864289,35.408505
WALGREENS - 10253,10 PITTS SCHOOL ROAD SOUTHWEST,CONCORD,NC,28027,,CABARRUS,"35.36919456817474, -80.66536471361063",-80.665365,35.369195
CVS - 3711,4700 PIEDMONT PARKWAY,JAMESTOWN,NC,27282,7505,GUILFORD,"36.04425317924078, -79.92663084883455",-79.926631,36.044253
WAL-MART - 1751,6600 GLENWOOD AVENUE,RALEIGH,NC,27612,7128,WAKE,"35.862385750501964, -78.70717467347234",-78.707175,35.862386
WALGREENS - 2540,2184 BLOWING ROCK ROAD,BOONE,NC,28607,6154,WATAUGA,"36.195130026029844, -81.65338465737601",-81.653385,36.19513
CVS - 4176,11 RIVER RIDGE DRIVE,ASHEVILLE,NC,28803,,BUNCOMBE,"35.570543885391984, -82.50539578888451",-82.505396,35.570544
RITE AID - 11319,240 SOUTH STRATFORD ROAD,WINSTON SALEM,NC,27103,1818,FORSYTH,"36.093120020772325, -80.28165438913871",-80.281654,36.09312
WAL-MART SUPERCENTER - 1036,197 PLAZA DRIVE,FOREST CITY,NC,28043,3712,RUTHERFORD,"35.33499261781502, -81.8994973643119",-81.899497,35.334993
FUTRELL PHARMACY SERVICES,124 SOUTH MAIN STREET,RICH SQUARE,NC,27869,,NORTHAMPTON,"36.27321027313558, -77.28509131711056",-77.285091,36.27321
STEWART COMPOUNDING PHARMACY,101 BROADFOOT AVENUE,FAYETTEVILLE,NC,28305,5001,CUMBERLAND,"35.05664459347321, -78.89999455240665",-78.899995,35.056645
INGLES MARKETS - 62,575 NEW LEICESTER HIGHWAY,ASHEVILLE,NC,28806,2122,BUNCOMBE,"35.61442564272919, -82.63154739659504",-82.631547,35.614426
CVS - 3836,2302 SOUTH 17TH STREET,WILMINGTON,NC,28401,7902,NEW HANOVER,"34.20161264820512, -77.92352562240953",-77.923526,34.201613
WAL-MART SUPERCENTER - 1322,160 LOWES BOULEVARD,LEXINGTON,NC,27292,5347,DAVIDSON,"35.79461779007891, -80.2596128133806",-80.259613,35.794618
BEST VALUE DRUG AND COMPOUNDING CENTER,3708 NORTH MAIN STREET,FARMVILLE,NC,27828,1499,PITT,"35.59790873450048, -77.58490134821864",-77.584901,35.597909
WAL-MART SUPERCENTER - 1849,320 EAST HANES MILL ROAD,WINSTON SALEM,NC,27105,9135,FORSYTH,"36.19248236796685, -80.27420408784835",-80.274204,36.192482
RITE AID - 11467,316 SOUTH TRYON STREET,CHARLOTTE,NC,28202,1914,MECKLENBURG,"35.225522701111736, -80.84620199142873",-80.846202,35.225523
HAZELWOOD PHARMACY INCORPORATED,429 HAZELWOOD AVENUE,WAYNESVILLE,NC,28786,1946,HAYWOOD,"35.47795779941287, -83.00274256032085",-83.002743,35.477958
MARSHALL FAMILY PHARMACY,5115 UNITED STATES HIGHWAY 25/70,MARSHALL,NC,28753,,MADISON,"35.80683248103417, -82.66804613901807",-82.668046,35.806832
RITE AID - 11418,1401 CHARLES BOULEVARD,GREENVILLE,NC,27858,4451,PITT,"35.60034782359314, -77.37013889089702",-77.370139,35.600348
RITE AID - 11410,1123 NORTH RALEIGH STREET,ROCKY MOUNT,NC,27801,5885,EDGECOMBE,"35.94363057968745, -77.7766605784229",-77.776661,35.943631
CVS - 4169,522 OWEN DRIVE,FAYETTEVILLE,NC,28304,3432,CUMBERLAND,"35.034317069277265, -78.93258249668484",-78.932582,35.034317
LUMBERTON DRUG COMPANY,4340 FAYETTEVILLE ROAD,LUMBERTON,NC,28358,2677,ROBESON,"34.651519579165196, -79.00064840340109",-79.000648,34.65152
MEDICAL VILLAGE APOTHECARY,1610 VAUGHN ROAD,BURLINGTON,NC,27217,2864,ALAMANCE,"36.102013940790684, -79.41018679118746",-79.410187,36.102014
HARRIS TEETER - 257,2080 KILDAIRE FARM ROAD,CARY,NC,27518,6614,WAKE,"35.73528245052466, -78.78053586753619",-78.780536,35.735282
CVS - 5534,3111 TAYLORSVILLE HIGHWAY,STATESVILLE,NC,28625,2964,IREDELL,"35.79520839734964, -80.9386228620554",-80.938623,35.795208
RITE AID - 11323,3440 ROBINHOOD ROAD,WINSTON SALEM,NC,27106,4702,FORSYTH,"36.11656428441413, -80.31606713968668",-80.316067,36.116564
WAL-MART SUPERCENTER - 1242,250 HIGHLANDS SQUARE DRIVE,HENDERSONVILLE,NC,28792,5721,HENDERSON,"35.3494137882157, -82.43750930321173",-82.437509,35.349414
BELLS DRUG STORE,331 FRONT STREET,BEAUFORT,NC,28516,2124,CARTERET,"34.717301570311164, -76.6660319223353",-76.666032,34.717302
MOOSE SALISBURY PHARMACY,1408 WEST INNES STREET,SALISBURY,NC,28144,2502,ROWAN,"35.68143574176604, -80.48063685260863",-80.480637,35.681436
MADISON PHARMACY AND GIFTS,4401 UNITED STATES HIGHWAY 25-70,MARSHALL,NC,28753,,MADISON,"35.80135358629893, -82.65696425029986",-82.656964,35.801354
TARGET,1090 SOUTH MAIN STREET,KERNERSVILLE,NC,27284,7440,FORSYTH,"36.110212974449205, -80.09947024435625",-80.09947,36.110213
WALGREENS - 11667,1590 BENVENUE ROAD,ROCKY MOUNT,NC,27804,6342,NASH,"35.98043047808408, -77.80794868398459",-77.807949,35.98043
CVS - 7051,245 EAST ROOSEVELT AVENUE,WAKE FOREST,NC,27587,2719,WAKE,"35.97944046480557, -78.50850904835383",-78.508509,35.979441
RITE AID - 11558,625 WEST HENDERSON STREET,MARION,NC,28752,7890,MCDOWELL,"35.67556067228718, -82.01210639969058",-82.012106,35.675561
MINTZ COASTAL DRUG,4802 MAIN STREET,SHALLOTTE,NC,28470,1863,BRUNSWICK,"33.97315804420832, -78.38601419020272",-78.386014,33.973158
WAL-MART SUPERCENTER - 1527,101 TANGLEWOOD PARKWAY,ELIZABETH CITY,NC,27909,7788,PASQUOTANK,"36.29626870423725, -76.29839659182926",-76.298397,36.296269
THE MEDICAP PHARMACY,700 JEFFERSON STREET,WHITEVILLE,NC,28472,3706,COLUMBUS,"34.33880513464923, -78.68809008119227",-78.68809,34.338805
WAKE FOREST DRUG,3113 ROGERS ROAD,WAKE FOREST,NC,27587,3803,WAKE,"35.950601796835414, -78.51905235648103",-78.519052,35.950602
TRIANGLE PHARMACY AND TRUE VALUE HARDWARE,1700 NC HIGHWAY 54 EAST,DURHAM,NC,27713,2107,DURHAM,"35.90222804278992, -78.9036152049777",-78.903615,35.902228
HARRIS TEETER - 4,7823 COLONY ROAD,CHARLOTTE,NC,28226,7674,MECKLENBURG,"35.106529166287984, -80.8063332033147",-80.806333,35.106529
CARRBORO FAMILY PHARMACY,104 NC HIGHWAY 54 WEST BYPASS,CARRBORO,NC,27510,,ORANGE,"35.91658346105786, -79.09664110510288",-79.096641,35.916584
WALGREENS - 12078,2286 JEFFERSON DAVIS HIGHWAY,SANFORD,NC,27330,8972,LEE,"35.43726978916941, -79.21968723058119",-79.219687,35.43727
CVS - 162,10012 WEISS WAY,WAXHAW,NC,28173,,UNION,"35.01674668980785, -80.80248663115309",-80.802487,35.016747
OLD MAIN PHARMACY,407 WEST 3RD STREET,PEMBROKE,NC,28372,7977,ROBESON,"34.68173923707609, -79.1975157180759",-79.197516,34.681739
WALGREENS - 4547,8538 NORTH TRYON STREET,CHARLOTTE,NC,28262,3421,MECKLENBURG,"35.304579285505596, -80.74961745128432",-80.749617,35.304579
RITE AID - 11361,103 NEW WAVERLY PLACE,CARY,NC,27518,7003,WAKE,"35.73928308015, -78.77749825803815",-78.777498,35.739283
KROGER,6300-150 CREEDMOOR ROAD,RALEIGH,NC,27612,2158,WAKE,"35.871673652716865, -78.6780905490396",-78.67809,35.871674
CVS - 8959,1190 UNITED STATES HIGHWAY 1,YOUNGSVILLE,NC,27596,,FRANKLIN,"36.04067839928862, -78.4970093804785",-78.497009,36.040678
TAYLOE'S HOSPITAL PHARMACY,601 EAST 12TH STREET,WASHINGTON,NC,27889,3408,BEAUFORT,"35.548936797295305, -77.04030934060356",-77.040309,35.548937
ELVINGTON PHARMACY,1126 MAIN STREET,FAIR BLUFF,NC,28439,7001,COLUMBUS,"34.313947083690934, -79.03619484471629",-79.036195,34.313947
WALGREENS - 5877,1902 WEST FRANKLIN BOULEVARD,GASTONIA,NC,28052,1335,GASTON,"35.26018345050578, -81.21666509891512",-81.216665,35.260183
WALGREENS - 7397,2125 CLOVERDALE AVENUE,WINSTON SALEM,NC,27103,2506,FORSYTH,"36.09068640405427, -80.2728195986455",-80.27282,36.090686
OMNICARE OF SOUTHERN PINES,340 COMMERCE AVENUE,SOUTHERN PINES,NC,28387,7115,MOORE,"35.16158487863917, -79.4251951523344",-79.425195,35.161585
CVS - 2749,5225 POPLAR TENT ROAD,CONCORD,NC,28027,7757,CABARRUS,"35.412326367367925, -80.66504957947448",-80.66505,35.412326
INNES STREET DRUG COMPANY 3,1706 WEST INNES STREET,SALISBURY,NC,28144,2552,ROWAN,"35.68515505985811, -80.4823517050671",-80.482352,35.685155
FAMILY CARE PHARMACY OF SWANSBORO,1106B MAIN STREET EXTENSION,SWANSBORO,NC,28584,9114,ONSLOW,"34.69763854488291, -77.13837274480628",-77.138373,34.697638
CVS - 7311,1123 KILDAIRE FARM ROAD,CARY,NC,27511,4522,WAKE,"35.768861409026776, -78.78130832761723",-78.781308,35.768861
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - FAMILY PRACTICE CENTER PHARMACY,600 MOYE BOULEVARD,GREENVILLE,NC,27834,,PITT,"35.608575531235765, -77.40264547800635",-77.402646,35.608576
HARRIS TEETER - 354,3401 RALEIGH ROAD PAKRWAY WEST,WILSON,NC,27896,,WILSON,"35.7407559502269, -77.96262691110302",-77.962627,35.740756
RITE AID - 11531,201 WEST VERNON AVENUE,KINSTON,NC,28501,3823,LENOIR,"35.26924821383397, -77.58314977823964",-77.58315,35.269248
CARLIE C'S IGA,1805 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,2241,WAYNE,"35.39625628549912, -77.97228439690733",-77.972284,35.396256
MAST DRUG,501 SOUTH CHESTNUT STREET,HENDERSON,NC,27536,4102,VANCE,"36.326215006017705, -78.4080332937015",-78.408033,36.326215
CVS - 7566,8765 NC HIGHWAY 52,ROCKWELL,NC,28138,,ROWAN,"35.56227420728879, -80.41498726055362",-80.414987,35.562274
BRISSON DRUGS,217 WEST BROAD STREET,SAINT PAULS,NC,28384,1533,ROBESON,"34.80654153076697, -78.97331743625065",-78.973317,34.806542
ROWLAND FAMILY PHARMACY,101 SOUTH BOND STREET,ROWLAND,NC,28383,9639,ROBESON,"34.5359845158727, -79.29137858055701",-79.291379,34.535984
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,7430,HAYWOOD,"35.525246189559994, -82.94299226727927",-82.942992,35.525246
JONESTOWN PHARMACY,300 JONESTOWN ROAD,WINSTON SALEM,NC,27104,4731,FORSYTH,"36.07612810592734, -80.33642703448002",-80.336427,36.076128
OMNICARE OF CAROLINA,4901 CASWELL PLACE WEST,WILSON,NC,27893,8136,WILSON,"35.76066955375686, -77.99907463048979",-77.999075,35.76067
CVS - 3867,3739 NASH STREET NORTHWEST,WILSON,NC,27896,1127,WILSON,"35.76972380670825, -77.9409511031109",-77.940951,35.769724
PRESCRIPTIONS PLUS,1614 WEST FRANKLIN BOULEVARD,GASTONIA,NC,28052,1423,GASTON,"35.26049829056363, -81.21166290152166",-81.211663,35.260498
HARRIS TEETER - 122,5810 PROSPERITY CHURCH ROAD,CHARLOTTE,NC,28269,1138,MECKLENBURG,"35.37159657372283, -80.78293375918558",-80.782934,35.371597
WAL-MART SUPERCENTER - 5747,1876 WEST MAIN STREET,LOCUST,NC,28097,7700,STANLY,"35.256628605825476, -80.45711067781552",-80.457111,35.256629
H AND W DRUG COMPANY,12 EAST 1ST STREET,NEWTON,NC,28658,3200,CATAWBA,"35.66374379913701, -81.22200483975152",-81.222005,35.663744
CVS - 6408,102 ROCK BARN ROAD NORTHEAST,CONOVER,NC,28613,9727,CATAWBA,"35.70382552063125, -81.21152243910926",-81.211522,35.703826
RITE AID - 11440,108 SOUTH NC HIGHWAY 16,DENVER,NC,28037,,LINCOLN,"35.446295006609255, -80.99799659096983",-80.997997,35.446295
NORTH IREDELL PHARMACY INCORPORATED,979 WEST MEMORIAL HIGHWAY,HARMONY,NC,28634,9352,IREDELL,"35.996088552644544, -80.80884919163682",-80.808849,35.996089
KMART,1620 BLOWING ROCK ROAD,BOONE,NC,28607,6144,WATAUGA,"36.19910286570466, -81.66157285780109",-81.661573,36.199103
MCLARTY DRUG AND SURGICAL SUPPLY,128 CHURCH AVENUE,HIGH POINT,NC,27262,4931,GUILFORD,"35.96032357697144, -80.00935843074691",-80.009358,35.960324
WAL-MART SUPERCENTER - 3371,3240 WILKINSON BOULEVARD,CHARLOTTE,NC,28208,5630,MECKLENBURG,"35.22640880042574, -80.8946117300473",-80.894612,35.226409
KERR DRUG,503 EAST 3RD STREET,PEMBROKE,NC,28372,7989,ROBESON,"34.67691932236879, -79.18868025309118",-79.18868,34.676919
KERR DRUG,218 MARTIN LUTHER KING JUNIOR HIGHWAY,ROSEBORO,NC,28382,,SAMPSON,"34.95559578271916, -78.50725111894398",-78.507251,34.955596
THOMAS AND OAKLEY DRUG STORE,109 NORTH MAIN STREET,ROXBORO,NC,27573,5534,PERSON,"36.39399914794227, -78.98348695825648",-78.983487,36.393999
COATS PHARMACY INCORPORATED,393 NORTH MCKINLEY STREET,COATS,NC,27521,8132,HARNETT,"35.413329731981534, -78.67368484408028",-78.673685,35.41333
CHOCOWINITY PHARMACY,685 NC HIGHWAY 33 EAST,CHOCOWINITY,NC,27817,9005,BEAUFORT,"35.508195716259245, -77.0910628140976",-77.091063,35.508196
KMART,1530 EAST BROAD STREET,STATESVILLE,NC,28625,4302,IREDELL,"35.788550707249314, -80.86015408084614",-80.860154,35.788551
FAMILY PHARMACY,208 OLD MOCKSVILLE ROAD,STATESVILLE,NC,28625,1930,IREDELL,"35.81739196886422, -80.83000726262499",-80.830007,35.817392
CVS - 4398,921 SOUTH STATE STREET,YADKINVILLE,NC,27055,6765,YADKIN,"36.11723710770631, -80.65902636197698",-80.659026,36.117237
KERR DRUG,3001 EAST MARKET STREET,GREENSBORO,NC,27405,7525,GUILFORD,"36.08425563988584, -79.74344710400058",-79.743447,36.084256
RITE AID - 11404,200 NORTH LASALLE STREET,DURHAM,NC,27705,3013,DURHAM,"36.01929452472251, -78.9449579711334",-78.944958,36.019295
WALGREENS - 9348,1600 GUM BRANCH ROAD,JACKSONVILLE,NC,28540,5201,ONSLOW,"34.785619717076244, -77.42462901241896",-77.424629,34.78562
KERR DRUG,914 EAST GREEN DRIVE,HIGH POINT,NC,27260,6716,GUILFORD,"35.95348676889927, -79.99418390006687",-79.994184,35.953487
J IVERSON RIDDLE DEVELOPMENTAL CENTER PHARMACY,300 ENOLA ROAD,MORGANTON,NC,28655,4608,BURKE,"35.71578980885254, -81.6790510414723",-81.679051,35.71579
