Pharmacy,Populations,Percent
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,"[['37133000700', '37133000901', '37133000901']]",[0.9972860791826309]
KING'S PHARMACY AND COMPOUNDING LAB,[['37129010503']],[0.6934269944806823]
DAVIS DRUG COMPANY,"[['37101040101', '37101040102', '37101040103', '37195001600', '37101040101']]",[0.8495518106848333]
WALGREENS - 12730,"[['37183053805', '37183053808', '37183054011']]",[0.9653940383830135]
ROCKY POINT PAVILION PHARMACY,"[['37141920601', '37141920602', '37141920602']]",[0.8888661481784691]
CVS - 7018,"[['37183051900', '37183052001']]",[0.8479629409668606]
MAPLE HILL PHARMACY,"[['37061090600', '37133000304', '37141920204', '37141920204']]",[0.8937246963562753]
WOMBLE DRUG STORE,"[['37015960402', '37187950201', '37187950202', '37187950300', '37187950201']]",[0.9020870909559392]
INGLES MARKETS - 179,"[['37089930201', '37089930202', '37089930301', '37089930402', '37089931000']]",[0.8457886044591247]
RITE AID - 11542,"[['37035010403', '37035010403']]",[0.8447179487179487]
RITE AID - 11519,"[['37129011100', '37129011300', '37129010200']]",[0.8575349003698842]
WALGREENS - 7341,"[['37183053513', '37183053513']]",[0.8462958689129934]
SOUTHEAST FAMILY PHARMACY,"[['37191000401', '37191000402', '37191000604', '37191000402']]",[0.841071637941142]
MAST PHARMACY,"[['37117970300', '37117970200']]",[0.9356463346390599]
INGLES MARKETS - 7,"[['37021001801', '37021000700']]",[0.9054054054054054]
RITE AID - 11528,[['37019020514']],[0.917016806722689]
CVS - 5379,[['37059080301']],[0.9965022091310751]
CVS - 7008,"[['37149920103', '37149920104', '37149920201', '37149920104']]",[0.877108636977058]
PEAK PHARMACY,"[['37067003201', '37067003201']]",[0.890636846095527]
BEAR DRUGS PHARMACY,[['37055970102']],[0.9295851528384279]
CENTRAL REGIONAL HOSPITAL,"[['37077970704', '37077970704']]",[0.0]
CVS - 3973,"[['37127010601', '37127010601']]",[0.8923711340206185]
HARRIS TEETER - 280,"[['37081015704', '37081016006']]",[0.9456670623687334]
SCOTT COMMUNITY HEALTH CENTER,"[['37001021300', '37001021400', '37033930500', '37001021400']]",[0.920429386112043]
MARTIN DRUG COMPANY,"[['37159051501', '37159051501']]",[0.8578199052132701]
COMMUNITY PHARMACY INCORPORATED,"[['37031970401', '37031970502', '37031970503', '37031970401']]",[0.8774872086412735]
WALLY'S PHARMACY,"[['37171930202', '37171930400']]",[0.8617495711835335]
HARRIS TEETER - 347,"[['37081010403', '37081012503', '37081012508', '37081012508']]",[0.9175714047102055]
INSTITUTIONAL PHARMACY SOLUTIONS,"[['37133000902', '37133002202', '37133002202']]",[0.9032916560347027]
HARRIS TEETER - 11,"[['37119005855', '37119005855']]",[0.951582477468036]
HARVEST FAMILY HEALTH CENTER PHARMACY,"[['37127011202', '37127011300', '37127011202']]",[0.8453579155300536]
RITE AID - 11414,[['37147000701']],[0.9166666666666666]
MARY TAYLOR HOMES,"[['37079950200', '37079950302', '37191000302', '37191000302']]",[0.8790209397630944]
WALGREENS - 7153,"[['37051001702', '37051001901', '37051003207', '37051001605']]",[0.859010220548682]
COMMWELL HEALTH,"[['37101041302', '37163970201', '37163970202', '37101041302']]",[0.8815515881551588]
FOOD LION - 10,"[['37159051204', '37159050300']]",[0.8325342065255525]
RITE AID - 11321,"[['37067000400', '37067001400', '37067001500', '37067001601', '37067000400']]",[0.8180342462166833]
CVS - 3813,[['37167931203']],[0.8822960335375686]
GIANT GENIE HEALTH MART PHARMACY,"[['37119003110', '37119003110']]",[0.9682539682539683]
HEALTH CENTER PHARMACY,"[['37035011101', '37035011101']]",[0.8930465527401297]
STANTONSBURG DRUG COMPANY,"[['37195001000', '37195001100', '37195001000']]",[0.863467779323134]
WAL-MART SUPERCENTER - 4410,"[['37027031301', '37027031302', '37027031402', '37027031402']]",[0.9050350541746335]
RITE AID - 11457,"[['37097061304', '37097061603', '37097061601']]",[0.8417449566673949]
CVS - 2560,"[['37119001802', '37119001914', '37119002100', '37119001802']]",[0.8522314289867713]
RITE AID - 11544,[['37011930200']],[0.8178758414360509]
FOOD LION,"[['37029950102', '37053110101', '37053110401', '37053110403', '37053110404', '37053990100', '37055970101', '37053110404']]",[0.8823468862583633]
MEDICAL PARK PHARMACY WEST,"[['37031970501', '37031970606']]",[0.9021804062126643]
RITE AID - 11357,[['37183053434']],[0.9327981651376147]
HARRIS TEETER - 157,[['37119005709']],[0.9363123825433285]
SUPER REX DRUGS,"[['37171931102', '37197050102', '37197050200', '37197050200']]",[0.8938697546708052]
WALGREENS - 7805,[['37051001701']],[0.9020109689213894]
SAM'S CLUB - 4797,[['37025040703']],[0.8983631518842786]
RITE AID - 11553,[['37035011200']],[0.8795706138879571]
GASTON MEMORIAL HOSPITAL,"[['37071031401', '37071031402', '37071032100', '37071032100']]",[0.8860747303543913]
RITE AID - 11371,"[['37183053114', '37183053105']]",[0.9171553023957112]
HARRIS TEETER - 37,[['37067003909']],[0.9790301441677588]
CVS - 4655,[['37001021000']],[0.7892948173322005]
BRIDGE STREET PHARMACY,[['37171930901']],[0.8083864118895966]
SAM'S CLUB - 4950,"[['37089930401', '37089931000']]",[0.8411561919915141]
ALBEMARLE PHARMACY,[['37167931204']],[0.9655303030303031]
HIGH POINT REGIONAL ADULT HEALTH CENTER,"[['37081013700', '37081013700']]",[0.9413637569647121]
RITE AID - 11397,[['37183053721']],[0.9687920365886468]
BETHLEHEM PHARMACY,"[['37003040700', '37003040700']]",[0.9048241790177274]
PRICE PHARMACY,[['37159051700']],[0.8777379037247866]
FOOTHILLS PHARMACY,"[['37027030100', '37027030100']]",[0.7072857405028445]
LAYNES FAMILY PHARMACY INCORPORATED,"[['37157040300', '37157040300']]",[0.963996650851242]
ANSON PHARMACY INCORPORATED,"[['37007920600', '37007920502']]",[0.9068029885961463]
WALGREENS - 12630,"[['37077970400', '37077970400']]",[0.849478390461997]
WAL-MART - 1217,"[['37113970100', '37113970303', '37113970400', '37113970304']]",[0.8990380293086397]
CVS - 7587,"[['37147000303', '37147000304', '37147001002', '37147000303']]",[0.8712454102209113]
WAL-MART SUPERCENTER - 5298,"[['37071031800', '37071031800']]",[0.8713191990577149]
CVS - 4374,"[['37155960202', '37155960204', '37155960302', '37155960402', '37155960302']]",[0.820421785131009]
PEOPLE'S REXALL DRUG STORE,[['37009970501']],[0.831638418079096]
CHARLES GEORGE VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37021003003', '37021001900']]",[0.9160618491637741]
FRENCH CREEK BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.9416767922235723]
RITE AID - 11475,"[['37119003012', '37119003021', '37119003105', '37119005827', '37119003012']]",[0.9486889692585895]
U SAVE IT PHARMACY,"[['37113970200', '37113970302', '37113970700', '37113970304']]",[0.8375230950114775]
JABEZ HOME INFUSIONS,"[['37147000604', '37147000604']]",[0.9522878373093469]
WAL-MART SUPERCENTER - 1027,"[['37025042000', '37025042502', '37025042504', '37025042000']]",[0.8418649948262219]
WALGREENS - 11838,"[['37069060302', '37069060302']]",[0.832035053554041]
CVS - 3592,"[['37159050201', '37159050201']]",[0.8920694509619896]
WALGREENS - 4871,"[['37025041100', '37025040900']]",[0.913818907458219]
BLUE RIDGE PHARMACY,[['37183052504']],[0.9393284334918576]
WALGREENS - 11088,[['37153970700']],[0.9141475211608222]
CVS - 7570,[['37047930900']],[0.8724373576309795]
RITE AID - 11436,[['37025042603']],[0.9149025361559422]
STANLEYVILLE FAMILY PHARMACY,"[['37067002806', '37067002806']]",[0.8854675178370259]
WALGREENS - 11895,[['37031970501']],[0.8437394532568343]
FAULKNERS DRUGS,"[['37179020501', '37179020502', '37179020902', '37179020406']]",[0.8396907997776992]
WAL-MART SUPERCENTER - 877,"[['37179020205', '37179020206', '37179020401', '37179020401']]",[0.9456715808804774]
WALGREENS - 6315,"[['37081014407', '37081013700']]",[0.9526090501426824]
CVS - 2559,"[['37119005527', '37119005527']]",[0.9237113402061856]
INGLES MARKETS - 4,[['37021001900']],[0.9327752409944191]
RITE AID - 11374,"[['37183052815', '37183052815']]",[0.9148174659985684]
RIDGELAWN CLINIC,"[['37021001000', '37021001000']]",[0.8803384367445608]
HIGHLANDS-CASHIERS HOSPITAL PHARMACY,"[['37113970501', '37113970501']]",[0.9011335012594458]
WAL-MART SUPERCENTER - 2845,"[['37037020203', '37037020402']]",[0.7380285447512338]
FOOD LION - 67,"[['37145920200', '37145920300', '37145920300']]",[0.8663195427019073]
FRED'S - 3733,[['37035010900']],[0.847051597051597]
RITE AID - 11346,"[['37057060304', '37057060400', '37057060400']]",[0.903548941041786]
RITE AID - 11482,"[['37119001505', '37119001507', '37119001510', '37119005616', '37119001507']]",[0.7384793739735291]
WAL-MART SUPERCENTER - 1552,"[['37159050202', '37159050202']]",[0.9228260869565217]
WAL-MART SUPERCENTER - 1662,[['37097060100']],[0.9199603108979659]
RITE AID - 11541,"[['37035010404', '37035010404']]",[0.9305555555555556]
CENTRAL CAROLINA PHARMACEUTICAL,[['37151030201']],[0.8476190476190476]
WAL-MART SUPERCENTER - 1312,"[['37051003502', '37051003601', '37085071202', '37051003502']]",[0.9010797251608681]
BRYAN CLINIC PHARMACY,"[['37065021100', '37065021100']]",[0.9056797738370599]
CVS - 3815,"[['37007920100', '37007920502', '37007920502']]",[0.9242210878366485]
CAMP JOHNSON BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.9416767922235723]
QUALITY DRUGS,"[['37077970703', '37077970702']]",[0.8617374584862786]
HARRIS TEETER - 283,"[['37183052905', '37183052906', '37183053110', '37183053111', '37183053111']]",[0.8813167455686447]
WALGREENS - 7981,"[['37019020206', '37129012107', '37129012201']]",[0.8790357766143106]
RITE AID - 11465,"[['37045951100', '37045951200', '37045951601', '37045951100']]",[0.885550880883513]
HARMONY DRUG,"[['37097060801', '37097060802', '37097060802']]",[0.8884416331224841]
ALLCARE PHARMACY SERVICES,[['37101041112']],[0.9239984289080911]
FOOD LION - 2581,"[['37191000102', '37191000304', '37191000304']]",[0.8305095001815321]
CVS - 7054,[['37025042604']],[0.9021498894916616]
RITE AID - 11492,"[['37119005536', '37119005522']]",[0.8988861148454004]
WAL-MART SUPERCENTER - 5118,"[['37183053717', '37183053613']]",[0.92761614265603]
CAROLINA COMPOUNDING CENTER,"[['37191000303', '37191001301', '37191001302']]",[0.9393005493769262]
CVS - 7517,"[['37155960801', '37155960801']]",[0.8453757225433526]
MEDICINE AND MORE,"[['37119001504', '37119001509', '37119001504']]",[0.8106665102088711]
HARRIS TEETER - 250,[['37067003307']],[0.9460529571888147]
HARRIS TEETER - 190,"[['37025041304', '37025041305', '37025041307', '37025041304']]",[0.9625333237264933]
CVS - 7521,"[['37087920602', '37087920702', '37087980100', '37087920900']]",[0.8783740870117498]
CAREMARK,"[['37183053615', '37183053615']]",[0.9052532833020638]
WAL-MART SUPERCENTER - 1661,"[['37107011001', '37107011302', '37107010800']]",[0.8971537315902698]
WALGREENS - 10276,"[['37183053611', '37183053611']]",[0.9582518849483385]
WAL-MART SUPERCENTER - 2580,"[['37163970802', '37163970900', '37163970801']]",[0.8262868565717142]
PLEASANT GARDEN DRUG STORE,"[['37081016800', '37081016900', '37081017101', '37151031308', '37081016900']]",[0.9053036372376222]
CVS - 7540,"[['37051003800', '37051003800']]",[0.8707653701380176]
BALDWIN WOODS PHARMACY,[['37047930900']],[0.8724373576309795]
CVS - 5558,"[['37011930301', '37011930302', '37011930301']]",[0.7946817785527462]
TOWN AND COUNTRY DRUG HEALTH MART PHARMACY,"[['37003040200', '37003040400']]",[0.9070331447049312]
RITE AID - 11330,"[['37001021702', '37001021702']]",[0.9399056747299559]
INGLES MARKETS - 146,[['37071030901']],[0.9016212232866617]
ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,[['37001020602']],[0.9074580242092932]
CENTER PHARMACY,[['37051000800']],[0.9]
WAL-MART - 1953,"[['37069060403', '37069060404', '37069060602', '37069060302']]",[0.8651935340352959]
CVS - 5567,"[['37147000503', '37147001305', '37147000503']]",[0.8511650804069577]
MABRY'S DRUG AND HOME CARE,[['37153970900']],[0.9265477439664218]
CAROLINAS MEDICAL CENTER - NORTHCROSS PHARMACY,"[['37119006211', '37119006308']]",[0.9725432190071184]
WALGREENS - 10675,[['37081015800']],[0.9697721633205504]
CVS - 2571,"[['37119000800', '37119001000', '37119001100', '37119001000']]",[0.9183430070764094]
CVS - 7681,"[['37057060104', '37057060202', '37067003402', '37067003500', '37067003402']]",[0.9094877890641885]
WAL-MART SUPERCENTER - 2256,[['37181960400']],[0.9339995352079944]
RITE AID - 11487,"[['37119003008', '37119005830', '37119005839', '37119005853', '37119005853']]",[0.91014526710403]
WALGREENS - 6812,"[['37081012608', '37081012610', '37081012617', '37081012620', '37081012608']]",[0.8285431732492737]
NORTH VILLAGE PHARMACY,"[['37033930100', '37033930200', '37033930300', '37033930400', '37033930200']]",[0.9004625663868425]
CVS - 5042,"[['37183053522', '37183053523', '37183053522']]",[0.9741204250295159]
MARION PHARMACY,"[['37111970400', '37111970500', '37111970904', '37111970400']]",[0.8572459193795653]
CREECH DRUG COMPANY,"[['37101040206', '37101040301', '37101040303', '37101040304', '37101040400', '37101040303']]",[0.8357323232323233]
WILMINGTON HEALTH,"[['37129010700', '37129010700']]",[0.8858090499881545]
THORNE DRUGS,"[['37065021200', '37065021100']]",[0.9395448079658606]
DUKE HOMECARE AND HOSPICE - DUKE HOME INFUSION,"[['37063001709', '37063001709']]",[0.8111717403790925]
LOWE'S FOODS - 224,"[['37183053613', '37183053613']]",[0.9004399166473721]
CVS - 7055,[['37181960500']],[0.8902022589965852]
MEBANE DRUG STORE,"[['37001021207', '37135011104', '37135011105', '37001021207']]",[0.937787625703085]
WALGREENS - 11396,[['37119005535']],[0.8130986280093192]
WAL-MART SUPERCENTER - 4499,"[['37069060802', '37183054306', '37183054306']]",[0.7531737773152966]
BAKERSVILLE PHARMACY,"[['37121950100', '37121950200', '37199960102', '37121950200']]",[0.8839769502021158]
HARRIS TEETER - 210,"[['37129011701', '37129011703', '37129011904', '37129011703']]",[0.970414912808178]
WAL-MART - 1452,"[['37119003016', '37119003018', '37119005832', '37119003018']]",[0.9440227703984819]
WOMACK ARMY MEDICAL CENTER - NORTH POST MALL-DOD,[['37051003502']],[0.9136513157894737]
GATE CITY PHARMACY,[['37081010500']],[0.9148132605958875]
CVS - 4620,"[['37109071202', '37109071203', '37109071101']]",[0.9585286931255366]
MARINE CORPS NEW RIVER AIRSTATION PHARMACY-DOD,"[['37133002500', '37133000800']]",[0.8849159365380062]
WALGREENS - 7401,"[['37179020312', '37179020312']]",[0.9177025289327047]
HOSPITAL DRIVE PHARMACY,[['37121950300']],[0.8737934362934363]
CVS - 4381,"[['37157041300', '37157041400', '37157041400']]",[0.8461071614357552]
WAL-MART - 1694,"[['37111970600', '37111970300']]",[0.9058980438648488]
BILTMORE HEALTH CENTER PHARMACY,"[['37021000700', '37021000700']]",[0.8170289855072463]
CVS - 5420,"[['37147000606', '37147000607', '37147000606']]",[0.9363014716812844]
WAL-MART SUPERCENTER - 1039,"[['37171930600', '37171931101', '37171930600']]",[0.9173092893581682]
RITE AID - 11335,"[['37081014502', '37151031503']]",[0.8082424242424242]
WALGREENS - 7646,"[['37035010502', '37035010403']]",[0.8770381952200134]
WALGREENS - 12484,"[['37035011102', '37035011101']]",[0.8610035211267606]
RITE AID - 11363,[['37183053513']],[0.8462958689129934]
CVS - 3516,"[['37067002502', '37067003906']]",[0.960801393728223]
ARCHDALE DRUG AT CORNERSTONE,"[['37057060602', '37081014408']]",[0.867106822414085]
MOREHEAD CITY DRUG COMPANY,"[['37031970402', '37031970403', '37031970504', '37031970403']]",[0.9389818048152913]
CVS - 7024,"[['37031970903', '37031970904', '37031970904']]",[0.9522126613398894]
CVS - 2562,"[['37119003807', '37119003808']]",[0.6163332183511556]
RITE AID - 11525,"[['37129011705', '37129011611']]",[0.924409034042273]
RITE AID - 11356,"[['37081015703', '37081012703']]",[0.8874934589220304]
HICKORY FAMILY PHARMACY,[['37035010402']],[0.8160875407947783]
RITE AID - 11919,"[['37119006409', '37119006410', '37119006411', '37119006408']]",[0.9309558703794171]
WALGREENS - 7749,"[['37019020512', '37019020510']]",[0.890567113137646]
WALGREENS - 10886,[['37089931100']],[0.8227974116475859]
TODD'S PHARMACY OF GATES COUNTY INCORPORATED,"[['37073970100', '37073970200', '37073970300', '37091950201', '37073970200']]",[0.909196102314251]
ALLEN DRUG,"[['37071030205', '37071030209', '37071033501', '37109071002', '37071033502']]",[0.8815501386658882]
HOT SPRINGS MEDICAL CENTER PHARMACY,"[['37115010200', '37115010200']]",[0.908316430020284]
HARDIN'S DRUG - 1,"[['37161961200', '37161960800']]",[0.8219907407407407]
FRED'S - 3784,"[['37111970700', '37111970800', '37111970902', '37111970800']]",[0.8921332471652664]
RITE AID - 11403,"[['37063000301', '37063000301']]",[0.8718480138169258]
RITE AID - 11498,[['37119005918']],[0.9299725382502942]
CVS - 7090,"[['37119005856', '37119005857']]",[0.9634201077199281]
CVS - 7524,"[['37025041701', '37167930801', '37167930801']]",[0.9005560171278839]
CVS - 3823,"[['37071031500', '37071033100']]",[0.8472946992584455]
EDEN DRUG,[['37157040300']],[0.963996650851242]
CAMPUS HEALTH PHARMACY,"[['37135011602', '37135012201', '37135011602']]",[0.9837156364909824]
SOUTHERN PHARMACY SERVICES,[['37067003307']],[0.9460529571888147]
SUTTON'S DRUG STORE,"[['37135011400', '37135011601']]",[0.9481254040077569]
BLACK MOUNTAIN NEURO-MEDICAL TREATMENT CENTER,"[['37021002900', '37021003107', '37021003108', '37021003107']]",[0.9210963455149501]
CVS - 6406,"[['37071030301', '37071030401', '37071030901']]",[0.8765135699373695]
CHARLOTTE TREATMENT CENTER,[['37119003902']],[0.8159885503986914]
CVS - 7323,"[['37035011200', '37035011701', '37035011200']]",[0.8874294205052006]
SOUTHSIDE HEALTH MART PHARMACY,"[['37097060200', '37097060300', '37097060300']]",[0.791084497671324]
SUNSET COMMUNITY PHARMACY,"[['37119005405', '37119005406', '37119005406']]",[0.8888365963855421]
INNES STREET DRUG COMPANY,"[['37159050700', '37159052000', '37159052000']]",[0.878168929472546]
DURHAM VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37063001505', '37063001505']]",[0.8025019962736226]
CVS - 3523,"[['37097061303', '37097061408', '37097061501', '37097061502', '37097061503', '37097061601', '37097061604', '37097061601']]",[0.9044418203288219]
WALGREENS - 7748,[['37133002600']],[0.8098465929361398]
CVS - 7696,"[['37159050904', '37167930101', '37167930101']]",[0.9264694463855889]
HAVELOCK DRUG COMPANY,"[['37049961301', '37049961302', '37049961303', '37049961301']]",[0.9004982106518841]
CVS - 7313,"[['37093970202', '37093970300']]",[0.8653460381143431]
HENDERSON BRANCH MEDICAL CLINIC PHARMACY,"[['37133001304', '37133001301']]",[0.8527884615384616]
RITE AID - 11390,"[['37183051501', '37183052504', '37183052504']]",[0.949813496100373]
OAKWOOD PHARMACY INCORPORATED,"[['37065020300', '37065020300']]",[0.8732312463655747]
SOUTHSIDE PHARMACY,"[['37069060702', '37127011000', '37127011000']]",[0.8745621894599658]
HARRIS TEETER - 40,"[['37119005845', '37119005850', '37119005850']]",[0.9867109634551495]
RITE AID - 11380,[['37069060302']],[0.832035053554041]
SAM'S CLUB - 6216,"[['37147001301', '37147001601', '37147000606']]",[0.9223971046208231]
RITE AID - 11562,"[['37089931700', '37089931801', '37089931802', '37089931700']]",[0.9294190699599835]
HARRIS TEETER - 223,"[['37135011204', '37135011207', '37135011208', '37135011207']]",[0.9727481353987378]
WALGREENS - 1956,"[['37019020101', '37019020107', '37019020108', '37019020108']]",[0.9044842312746386]
WAL-MART SUPERCENTER - 1464,"[['37119005927', '37119005927']]",[0.8860792492179353]
FUTRELL PHARMACY SERVICES,"[['37131920201', '37131920202', '37131920303', '37131920201']]",[0.9065750371471025]
WAL-MART SUPERCENTER - 1261,"[['37051002501', '37051002503', '37051002503']]",[0.9257102636293831]
CVS - 6518,"[['37119005531', '37119005532', '37119005609', '37119005610', '37119005611', '37119005531']]",[0.8766710301876314]
CENTRAL DRUG STORE,"[['37071030504', '37071030801', '37071031600', '37071031600']]",[0.802353595255745]
WALGREENS - 10088,[['37061090705']],[0.974903474903475]
WAL-MART - 1352,"[['37061090703', '37061090704', '37061090705', '37061090705']]",[0.9615295748613678]
WALKERTOWN FAMILY PHARMACY,"[['37067003003', '37067003105']]",[0.8952265372168284]
O'NEALS DRUG STORE - AURORA,"[['37013930800', '37137950104', '37013930800']]",[0.8734327346662148]
DREXEL DISCOUNT DRUGS HEALTH MART PHARMACY,"[['37023020801', '37023020802', '37023021201', '37023020802']]",[0.8516816644329568]
RITE AID - 11339,[['37157040300']],[0.963996650851242]
RITE AID - 11559,"[['37175960401', '37175960301']]",[0.9040925488244806]
CVS - 2676,"[['37035010600', '37035010700', '37035010600']]",[0.8769605191995673]
WALGREENS - 10434,[['37031970403']],[0.9726390114739629]
RITE AID - 11504,"[['37051003312', '37051003313', '37051003314', '37093970105', '37051003313']]",[0.8966586489697742]
ZEBULON DRUG,[['37183054305']],[0.8453292496171516]
WALGREENS - 7823,[['37021002206']],[0.9703145768719539]
HARRIS TEETER - 118,"[['37183053210', '37183053211', '37183053202']]",[0.9594489212373278]
CVS - 3112,[['37055970102']],[0.9295851528384279]
FAMILY MED PHARMACY,"[['37071030103', '37071030208', '37071033502']]",[0.9091789779607653]
INGLES MARKETS - 110,"[['37099950800', '37099950900']]",[0.8493150684931506]
NEIGHBORCARE HOME CARE,[['37077970400']],[0.849478390461997]
CVS - 3435,"[['37025042102', '37025042101']]",[0.8132875143184422]
FAMILY CARE SPECIALTYPHARMACY,"[['37119005612', '37119005624', '37119005625', '37119005622']]",[0.9048554087825776]
WAL-MART SUPERCENTER - 1131,"[['37003040300', '37003040600', '37003040400']]",[0.9086240245447875]
RITE AID - 11395,"[['37183052508', '37183052504']]",[0.955211187753945]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - BERNSTEIN CENTER PHARMACY,"[['37147000800', '37147002004', '37147000800']]",[0.8360832690824981]
NEW HANOVER REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,[['37129010700']],[0.8858090499881545]
CVS - 7314,[['37163970701']],[0.8255631220534311]
CVS - 5559,[['37157040300']],[0.963996650851242]
WALGREENS - 9987,"[['37183054222', '37183054219']]",[0.9551767151767152]
DUKE CHILDRENS HOSPITAL AND HEALTH CENTER,[['37063001505']],[0.8025019962736226]
WALGREENS - 6548,"[['37051002001', '37051002001']]",[0.8408488063660478]
SAINT PAULS DRUG COMPANY,"[['37017950302', '37155960101', '37155960102']]",[0.837696335078534]
THE OUTER BANKS HOSPITAL,"[['37055970400', '37055970400']]",[0.9650165016501651]
CVS - 3812,"[['37067002702', '37067002702']]",[0.8376415295876949]
CVS - 7331,"[['37189920100', '37189920300', '37189920400', '37189920500', '37189920602', '37189920500']]",[0.9297874386842359]
ANGIER DISCOUNT DRUG,"[['37085070901', '37085070902', '37085070903', '37085070904', '37085071004', '37101041508', '37183052901', '37183053115', '37085070901']]",[0.8367201988714833]
MIZELLES DISCOUNT DRUG,"[['37091950202', '37091950401', '37091980000', '37091950401']]",[0.8948339483394834]
HARRIS TEETER - 216,[['37067002200']],[0.9336560364464692]
DEE'S DRUG STORE INCORPORATED,"[['37141920401', '37141920402', '37141920401']]",[0.8685860889395667]
CVS - 3593,"[['37179020405', '37179020405']]",[0.6230547550432277]
CVS - 7339,"[['37169070701', '37169070701']]",[0.9057788944723618]
WALGREENS - 4546,"[['37119001508', '37119001508']]",[0.8637649277184161]
WINSTON-SALEM HEALTHCARE PHARMACY,[['37067003903']],[0.8856177606177607]
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,"[['37135011700', '37135011602']]",[0.9698351736277805]
FOOD LION - 2676,"[['37081016006', '37081016006']]",[0.940512375162831]
RITE AID - 11424,"[['37195000300', '37195000401', '37195000900', '37195000401']]",[0.8877808634183287]
RITE AID - 11359,[['37183053519']],[0.8386382507611403]
WARRENS DRUG STORE SOUTH,"[['37001021204', '37001021206', '37001021902', '37001022001', '37001022002', '37001021205']]",[0.9056274733382521]
MEDICINE BOX HEALTH MART PHARMACY,"[['37161960900', '37161960800']]",[0.8266129032258065]
WAL-MART SUPERCENTER - 1502,"[['37083930100', '37131920301', '37083930400']]",[0.8668016649791878]
SAM'S CLUB - 6414,"[['37071031303', '37071031304', '37071031303']]",[0.8507462686567164]
BOWMAN HEALTH MART DRUG,[['37035010204']],[0.8402354851806739]
METROVIEW PHARMACY,"[['37119002400', '37119002600']]",[0.9267962042476277]
MARLEY DRUG,"[['37067003703', '37067003703']]",[0.9027564178398202]
WALGREENS - 11266,[['37119006208']],[0.8929330499468651]
HARRIS TEETER - 244,"[['37081012510', '37081015705']]",[0.9403432761206466]
CVS - 2521,[['37035011101']],[0.8930465527401297]
RITE AID - 11517,[['37125951102']],[0.8946078431372549]
CVS - 7042,"[['37063002013', '37063002036', '37063002036']]",[0.9402630798140639]
WALGREENS - 7479,[['37105030300']],[0.7251370399373531]
RITE AID - 11527,"[['37019020201', '37019020201']]",[0.8819301848049281]
WALGREENS - 12780,[['37027030600']],[0.9168007354631119]
SILER CITY PHARMACY,"[['37037020300', '37037020401', '37037020402', '37037020500', '37037020401']]",[0.7380244039149744]
RITE AID - 11372,"[['37183052802', '37183052802']]",[0.847528107192361]
SMITH'S DRUGS OF FOREST CITY,"[['37161960101', '37161960103', '37161960700', '37161960800', '37161960800']]",[0.8651814284851778]
CVS - 4294,[['37057061400']],[0.7200396170353252]
COLLEGE DISCOUNT DRUG,"[['37023020901', '37023020901']]",[0.8587177255584566]
DOCTORS PARK PHARMACY,[['37133002600']],[0.8098465929361398]
HARRIS TEETER - 99,[['37097061403']],[0.9784391844387157]
RITE AID - 11431,[['37167931203']],[0.8822960335375686]
WAL-MART SUPERCENTER - 1372,"[['37183053009', '37183053010', '37183052802']]",[0.8660834120395685]
CVS - 3985,[['37077970400']],[0.849478390461997]
WAL-MART SUPERCENTER - 3701,"[['37191000800', '37191000902', '37191001000', '37191000700']]",[0.8376978417266187]
WAL-MART SUPERCENTER - 3612,[['37001020302']],[0.7262399556663895]
CVS - 5586,"[['37021001300', '37021001300']]",[0.8924686192468619]
SAM'S CLUB - 6355,[['37035011000']],[0.828395061728395]
WAL-MART SUPERCENTER - 3289,[['37009970501']],[0.831638418079096]
WALGREENS - 7475,"[['37083930504', '37083930600', '37083930400']]",[0.8855002203613926]
KING'S PHARMACY,"[['37039930502', '37039930603', '37039930604', '37039930605', '37039930606', '37039930502']]",[0.8023540617771125]
BI-LO - 288,[['37175960301']],[0.8907462686567165]
B AND B PHARMACY,"[['37021001100', '37021001000']]",[0.8896653543307087]
HARRIS TEETER - 191,[['37129011612']],[0.9079733652040294]
CVS - 7163,"[['37051001606', '37051003003', '37051003004', '37051003105', '37051003106', '37051001606']]",[0.9010307109802271]
RX CLINIC PHARMACY,"[['37119001927', '37119001927']]",[0.7868068833652008]
CLINTON DRUG COMPANY,[['37163970701']],[0.8255631220534311]
FAIRBROOK MEDICAL CLINIC AND PHARMACY,[['37035011000']],[0.828395061728395]
CVS - 3806,"[['37109070100', '37109070100']]",[0.8504511422537915]
CVS - 7407,[['37119001504']],[0.8163203854260764]
CAJAHS MOUNTAIN DISCOUNT DRUG,[['37027030801']],[0.9511079845233907]
WARD DRUG COMPANY,"[['37127011103', '37127011104', '37127011103']]",[0.948414539829853]
CLARKS PHARMACY,[['37117970300']],[0.9407656492498707]
