Pharmacy,Populations,Insurance,Poverty,Work,Average,County,Target,Result
INNES STREET DRUG COMPANY,"[['37159050700', '37159052000', '37159052000']]",0.17121230325603748,0.878168929472546,0.27778445272137453,0.4423885618166527,Rowan,0.6175117525471473,True
DURHAM VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37063001505', '37063001505']]",0.07692307692307693,0.8025019962736226,0.3228639872238488,0.4007630201401828,Durham,0.6141125194963134,True
CVS - 3523,"[['37097061303', '37097061408', '37097061501', '37097061502', '37097061503', '37097061601', '37097061604', '37097061601']]",0.09253035395282648,0.9044418203288219,0.10052346460527117,0.36583187962897323,Iredell,0.6076536297665317,True
WALGREENS - 7748,[['37133002600']],0.1409204423831609,0.8098465929361398,0.32483660130718955,0.42520121220883006,Onslow,0.560977263219856,True
CVS - 7696,"[['37159050904', '37167930101', '37167930101']]",0.18138054196754405,0.9264694463855889,0.07086087174767841,0.3929036200336038,Rowan,0.6175117525471473,True
HAVELOCK DRUG COMPANY,"[['37049961301', '37049961302', '37049961303', '37049961301']]",0.1272893130306645,0.9004982106518841,0.1352170916609235,0.3876682051144907,Craven,0.5961474614992683,True
CVS - 7313,"[['37093970202', '37093970300']]",0.25827482447342026,0.8653460381143431,0.3106267029972752,0.4780825218616795,Hoke,0.6058259374980034,True
HENDERSON BRANCH MEDICAL CLINIC PHARMACY,"[['37133001304', '37133001301']]",0.20182692307692307,0.8527884615384616,0.16224211755546905,0.40561916739028453,Onslow,0.560977263219856,True
RITE AID - 11390,"[['37183051501', '37183052504', '37183052504']]",0.0925172374816322,0.949813496100373,0.07499717418333898,0.3724426359217814,Wake,0.6112400554835205,True
OAKWOOD PHARMACY INCORPORATED,"[['37065020300', '37065020300']]",0.15487497577049816,0.8732312463655747,0.2919821393904096,0.4400294538421608,Edgecombe,0.6422826503255457,True
SOUTHSIDE PHARMACY,"[['37069060702', '37127011000', '37127011000']]",0.2522603241834324,0.8745621894599658,0.16187138316081182,0.42956463226807,Franklin,0.6066106492302533,True
HARRIS TEETER - 40,"[['37119005845', '37119005850', '37119005850']]",0.09682012339819648,0.9867109634551495,0.016791744840525327,0.36677427723129047,Mecklenburg,0.6095541200719841,True
RITE AID - 11380,[['37069060302']],0.188412852969815,0.832035053554041,0.25316455696202533,0.42453748782862705,Franklin,0.6066106492302533,True
SAM'S CLUB - 6216,"[['37147001301', '37147001601', '37147000606']]",0.1450214628398283,0.9223971046208231,0.16515380736258195,0.4108574582744111,Pitt,0.645969128565846,True
RITE AID - 11562,"[['37089931700', '37089931801', '37089931802', '37089931700']]",0.11211535807920518,0.9294190699599835,0.050752658472586656,0.3640956955039251,Henderson,0.5904929953090631,True
HARRIS TEETER - 223,"[['37135011204', '37135011207', '37135011208', '37135011207']]",0.08158347676419965,0.9727481353987378,0.06511761331038439,0.37314974182444066,Orange,0.6325227083559514,False
WALGREENS - 1956,"[['37019020101', '37019020107', '37019020108', '37019020108']]",0.14167214191852825,0.9044842312746386,0.1315897688954684,0.39258204736287844,Brunswick,0.5945979614666878,True
WAL-MART SUPERCENTER - 1464,"[['37119005927', '37119005927']]",0.060088633993743486,0.8860792492179353,0.04375081624657176,0.32997289981941685,Mecklenburg,0.6095541200719841,False
FUTRELL PHARMACY SERVICES,"[['37131920201', '37131920202', '37131920303', '37131920201']]",0.2072808320950966,0.9065750371471025,0.18004459308807136,0.4313001541100902,Northampton,0.6143513609049133,True
WAL-MART SUPERCENTER - 1261,"[['37051002501', '37051002503', '37051002503']]",0.146403890453033,0.9257102636293831,0.19713676515382272,0.42308363974541296,Cumberland,0.6040513776722567,True
CVS - 6518,"[['37119005531', '37119005532', '37119005609', '37119005610', '37119005611', '37119005531']]",0.044666587329921854,0.8766710301876314,0.1506833083181926,0.3573403086119153,Mecklenburg,0.6095541200719841,False
CENTRAL DRUG STORE,"[['37071030504', '37071030801', '37071031600', '37071031600']]",0.2195144551519644,0.802353595255745,0.14778826577827134,0.38988543872866027,Gaston,0.615712135351936,True
WALGREENS - 10088,[['37061090705']],0.15675675675675677,0.974903474903475,0.1138996138996139,0.41518661518661526,Duplin,0.6067501404607113,True
WAL-MART - 1352,"[['37061090703', '37061090704', '37061090705', '37061090705']]",0.176409426987061,0.9615295748613678,0.1345171773444754,0.42415205973096803,Duplin,0.6067501404607113,True
WALKERTOWN FAMILY PHARMACY,"[['37067003003', '37067003105']]",0.13268608414239483,0.8952265372168284,0.1344034825193851,0.3874387012928695,Forsyth,0.6221954212353153,True
O'NEALS DRUG STORE - AURORA,"[['37013930800', '37137950104', '37013930800']]",0.22145035581158928,0.8734327346662148,0.2789473684210526,0.45794348629961895,Beaufort,0.6190773159903187,True
DREXEL DISCOUNT DRUGS HEALTH MART PHARMACY,"[['37023020801', '37023020802', '37023021201', '37023020802']]",0.19733231220881997,0.8516816644329568,0.1424915221703244,0.3971684996040337,Burke,0.62122229939238,True
RITE AID - 11339,[['37157040300']],0.23360312587217416,0.963996650851242,0.11191738766396875,0.43650572146246164,Rockingham,0.6298912027105816,True
RITE AID - 11559,"[['37175960401', '37175960301']]",0.13558900360741385,0.9040925488244806,0.08011672635628067,0.3732660929293918,Transylvania,0.5864944358531187,True
CVS - 2676,"[['37035010600', '37035010700', '37035010600']]",0.1711060032449973,0.8769605191995673,0.14668585920899307,0.3982507938845192,Catawba,0.607559909583031,True
WALGREENS - 10434,[['37031970403']],0.15798764342453664,0.9726390114739629,0.06560283687943262,0.39874316392597736,Carteret,0.5911289689548256,True
RITE AID - 11504,"[['37051003312', '37051003313', '37051003314', '37093970105', '37051003313']]",0.14124670356739213,0.8966586489697742,0.12484319607308426,0.3875828495367502,Cumberland,0.6040513776722567,True
ZEBULON DRUG,[['37183054305']],0.1723911616714067,0.8453292496171516,0.10588492671187924,0.37453511266681255,Wake,0.6112400554835205,True
WALGREENS - 7823,[['37021002206']],0.1546300398759415,0.9703145768719539,0.03721754541426672,0.38738738738738737,Buncombe,0.6032988614670457,True
HARRIS TEETER - 118,"[['37183053210', '37183053211', '37183053202']]",0.031037171822199117,0.9594489212373278,0.03046772929187353,0.3403179407838002,Wake,0.6112400554835205,False
CVS - 3112,[['37055970102']],0.0865174672489083,0.9295851528384279,0.03657205240174673,0.350891557496361,Dare,0.5847359151733029,True
FAMILY MED PHARMACY,"[['37071030103', '37071030208', '37071033502']]",0.15911843061273917,0.9091789779607653,0.08385999027710257,0.3840524662835357,Gaston,0.615712135351936,True
INGLES MARKETS - 110,"[['37099950800', '37099950900']]",0.0783465513097813,0.8493150684931506,0.09438959788104985,0.34068373922799394,Jackson,0.6157628209602244,False
NEIGHBORCARE HOME CARE,[['37077970400']],0.15896671634376552,0.849478390461997,0.24764033780427222,0.4186951482033449,Granville,0.609907866916445,True
CVS - 3435,"[['37025042102', '37025042101']]",0.12638411607483774,0.8132875143184422,0.12277047259471423,0.35414736766266475,Cabarrus,0.6096473779385173,False
FAMILY CARE SPECIALTYPHARMACY,"[['37119005612', '37119005624', '37119005625', '37119005622']]",0.09389503748661192,0.9048554087825776,0.12183073443637663,0.3735270602351887,Mecklenburg,0.6095541200719841,True
WAL-MART SUPERCENTER - 1131,"[['37003040300', '37003040600', '37003040400']]",0.1716134195958114,0.9086240245447875,0.13189915966386553,0.4040455346014881,Alexander,0.601773953394901,True
RITE AID - 11395,"[['37183052508', '37183052504']]",0.11509023906264765,0.955211187753945,0.09203673894517565,0.3874460552539228,Wake,0.6112400554835205,True
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - BERNSTEIN CENTER PHARMACY,"[['37147000800', '37147002004', '37147000800']]",0.2035466461063994,0.8360832690824981,0.2937548188126446,0.44446157800051406,Pitt,0.645969128565846,True
NEW HANOVER REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,[['37129010700']],0.24070125562662875,0.8858090499881545,0.34579219558063,0.49076750039847106,New Hanover,0.6183353687872396,True
CVS - 7314,[['37163970701']],0.06757464641173389,0.8255631220534311,0.16308337703198741,0.35207371516571745,Sampson,0.6218358332772808,False
CVS - 5559,[['37157040300']],0.23360312587217416,0.963996650851242,0.11191738766396875,0.43650572146246164,Rockingham,0.6298912027105816,True
WALGREENS - 9987,"[['37183054222', '37183054219']]",0.053222453222453225,0.9551767151767152,0.018187885866844652,0.34219568475533774,Wake,0.6112400554835205,False
DUKE CHILDRENS HOSPITAL AND HEALTH CENTER,[['37063001505']],0.07692307692307693,0.8025019962736226,0.3228639872238488,0.4007630201401828,Durham,0.6141125194963134,True
WALGREENS - 6548,"[['37051002001', '37051002001']]",0.10510610079575597,0.8408488063660478,0.23714458560193588,0.39436649758791326,Cumberland,0.6040513776722567,True
SAINT PAULS DRUG COMPANY,"[['37017950302', '37155960101', '37155960102']]",0.1894166043380703,0.837696335078534,0.2751875415440129,0.43410016032020576,Bladen,0.6443337208658583,True
THE OUTER BANKS HOSPITAL,"[['37055970400', '37055970400']]",0.07920792079207921,0.9650165016501651,0.027547295054762694,0.357257239165669,Dare,0.5847359151733029,True
CVS - 3812,"[['37067002702', '37067002702']]",0.13138218329416793,0.8376415295876949,0.19119846186712242,0.3867407249163284,Forsyth,0.6221954212353153,True
CVS - 7331,"[['37189920100', '37189920300', '37189920400', '37189920500', '37189920602', '37189920500']]",0.08669167388028598,0.9297874386842359,0.29084235114649376,0.4357738212370052,Watauga,0.6598615554363839,True
ANGIER DISCOUNT DRUG,"[['37085070901', '37085070902', '37085070903', '37085070904', '37085071004', '37101041508', '37183052901', '37183053115', '37085070901']]",0.12011206250246616,0.8367201988714833,0.07799564270152505,0.3449426346918249,Harnett,0.6069880918386263,False
MIZELLES DISCOUNT DRUG,"[['37091950202', '37091950401', '37091980000', '37091950401']]",0.18462484624846248,0.8948339483394834,0.24975272007912958,0.44307050488902516,Hertford,0.620581553839164,True
HARRIS TEETER - 216,[['37067002200']],0.09396355353075171,0.9336560364464692,0.08134642356241234,0.3696553378465444,Forsyth,0.6221954212353153,False
DEE'S DRUG STORE INCORPORATED,"[['37141920401', '37141920402', '37141920401']]",0.16647662485746864,0.8685860889395667,0.17147344374643061,0.4021787191811554,Pender,0.6072532408333887,True
CVS - 3593,"[['37179020405', '37179020405']]",0.09855907780979827,0.6230547550432277,0.2420749279538905,0.3212295869356388,Union,0.6020998533440247,False
CVS - 7339,"[['37169070701', '37169070701']]",0.19189698492462312,0.9057788944723618,0.13900219642296832,0.4122260252733178,Stokes,0.6173559403127896,True
WALGREENS - 4546,"[['37119001508', '37119001508']]",0.07369578881206788,0.8637649277184161,0.10103708359522313,0.34616593337523566,Mecklenburg,0.6095541200719841,False
WINSTON-SALEM HEALTHCARE PHARMACY,[['37067003903']],0.14647683397683398,0.8856177606177607,0.16722972972972974,0.39977477477477485,Forsyth,0.6221954212353153,True
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,"[['37135011700', '37135011602']]",0.04352696431429029,0.9698351736277805,0.451417004048583,0.48825971399688456,Orange,0.6325227083559514,True
FOOD LION - 2676,"[['37081016006', '37081016006']]",0.09205384281372124,0.940512375162831,0.08440008678672163,0.37232210158775797,Guilford,0.6247971407630547,False
RITE AID - 11424,"[['37195000300', '37195000401', '37195000900', '37195000401']]",0.16157535975763695,0.8877808634183287,0.18476664751324778,0.41137429022973776,Wilson,0.622093416535606,True
RITE AID - 11359,[['37183053519']],0.12399667866039303,0.8386382507611403,0.10102407971215056,0.35455300304456133,Wake,0.6112400554835205,False
WARRENS DRUG STORE SOUTH,"[['37001021204', '37001021206', '37001021902', '37001022001', '37001022002', '37001021205']]",0.12063183312093366,0.9056274733382521,0.08975004193927194,0.3720031161328192,Alamance,0.6189910453054347,True
MEDICINE BOX HEALTH MART PHARMACY,"[['37161960900', '37161960800']]",0.20289142407553107,0.8266129032258065,0.3349802371541502,0.45482818815182924,Rutherford,0.6163353562876727,True
WAL-MART SUPERCENTER - 1502,"[['37083930100', '37131920301', '37083930400']]",0.17347283158960514,0.8668016649791878,0.301309550688643,0.4471946824191453,Halifax,0.643558999952662,True
SAM'S CLUB - 6414,"[['37071031303', '37071031304', '37071031303']]",0.17626865671641792,0.8507462686567164,0.3134962805526036,0.4468370686419127,Gaston,0.615712135351936,True
BOWMAN HEALTH MART DRUG,[['37035010204']],0.12342671538773853,0.8402354851806739,0.1464060272856852,0.37002274261803253,Catawba,0.607559909583031,True
METROVIEW PHARMACY,"[['37119002400', '37119002600']]",0.04676909173068233,0.9267962042476277,0.06597379123361952,0.34651302907064313,Mecklenburg,0.6095541200719841,False
MARLEY DRUG,"[['37067003703', '37067003703']]",0.1433810481485863,0.9027564178398202,0.05761511216056671,0.3679175260496577,Forsyth,0.6221954212353153,False
WALGREENS - 11266,[['37119006208']],0.04729011689691817,0.8929330499468651,0.04649309245483528,0.3289054197662062,Mecklenburg,0.6095541200719841,False
HARRIS TEETER - 244,"[['37081012510', '37081015705']]",0.08965172471254791,0.9403432761206466,0.05355648535564853,0.36118382872961435,Guilford,0.6247971407630547,False
CVS - 2521,[['37035011101']],0.1564525633470831,0.8930465527401297,0.09844255069056715,0.3826472222592599,Catawba,0.607559909583031,True
RITE AID - 11517,[['37125951102']],0.11048265460030166,0.8946078431372549,0.08844896476571014,0.36451315416775554,Moore,0.5874958594441854,True
CVS - 7042,"[['37063002013', '37063002036', '37063002036']]",0.07130847591731777,0.9402630798140639,0.0910797194507557,0.36755042506071245,Durham,0.6141125194963134,False
WALGREENS - 7479,[['37105030300']],0.20399373531714957,0.7251370399373531,0.3588328075709779,0.42932119427516025,Lee,0.6065373242283066,True
RITE AID - 11527,"[['37019020201', '37019020201']]",0.12867898699520877,0.8819301848049281,0.1951761888470749,0.4019284535490706,Brunswick,0.5945979614666878,True
WALGREENS - 12780,[['37027030600']],0.17972879797747643,0.9168007354631119,0.12223756906077347,0.4062557008337873,Caldwell,0.6086529128719823,True
SILER CITY PHARMACY,"[['37037020300', '37037020401', '37037020402', '37037020500', '37037020401']]",0.15108006726167378,0.7380244039149744,0.24443195087142672,0.3778454740160249,Chatham,0.6020336574752454,True
RITE AID - 11372,"[['37183052802', '37183052802']]",0.14215308794085937,0.847528107192361,0.05205606037270907,0.3472457518353098,Wake,0.6112400554835205,False
SMITH'S DRUGS OF FOREST CITY,"[['37161960101', '37161960103', '37161960700', '37161960800', '37161960800']]",0.19634124252852744,0.8651814284851778,0.29597091790366553,0.4524978629724569,Rutherford,0.6163353562876727,True
CVS - 4294,[['37057061400']],0.16143941895014857,0.7200396170353252,0.5061076262793001,0.4625288874215913,Davidson,0.613972849529569,True
COLLEGE DISCOUNT DRUG,"[['37023020901', '37023020901']]",0.2840150855816652,0.8587177255584566,0.08486102897693672,0.40919794670568616,Burke,0.62122229939238,True
DOCTORS PARK PHARMACY,[['37133002600']],0.1409204423831609,0.8098465929361398,0.32483660130718955,0.42520121220883006,Onslow,0.560977263219856,True
HARRIS TEETER - 99,[['37097061403']],0.11811577220529647,0.9784391844387157,0.07197513151602104,0.3895100293866778,Iredell,0.6076536297665317,True
RITE AID - 11431,[['37167931203']],0.34247017091260884,0.8822960335375686,0.46468881006127055,0.563151671503816,Stanly,0.6010544721203147,True
WAL-MART SUPERCENTER - 1372,"[['37183053009', '37183053010', '37183052802']]",0.10727245613162996,0.8660834120395685,0.07026355047240179,0.34787313954786675,Wake,0.6112400554835205,False
CVS - 3985,[['37077970400']],0.15896671634376552,0.849478390461997,0.24764033780427222,0.4186951482033449,Granville,0.609907866916445,True
WAL-MART SUPERCENTER - 3701,"[['37191000800', '37191000902', '37191001000', '37191000700']]",0.14676258992805755,0.8376978417266187,0.24469265478215843,0.40971769547894493,Wayne,0.615952372860234,True
WAL-MART SUPERCENTER - 3612,[['37001020302']],0.07758381823219729,0.7262399556663895,0.17927403712939874,0.32769927034266183,Alamance,0.6189910453054347,False
CVS - 5586,"[['37021001300', '37021001300']]",0.0901673640167364,0.8924686192468619,0.22531380753138075,0.402649930264993,Buncombe,0.6032988614670457,True
SAM'S CLUB - 6355,[['37035011000']],0.17078189300411523,0.828395061728395,0.33442892358258014,0.4445352927716968,Catawba,0.607559909583031,True
WAL-MART SUPERCENTER - 3289,[['37009970501']],0.15103578154425612,0.831638418079096,0.1820250284414107,0.3882330760215876,Ashe,0.6072887685790914,True
WALGREENS - 7475,"[['37083930504', '37083930600', '37083930400']]",0.17108858527985896,0.8855002203613926,0.2645218157778757,0.4403702071397091,Halifax,0.643558999952662,True
KING'S PHARMACY,"[['37039930502', '37039930603', '37039930604', '37039930605', '37039930606', '37039930502']]",0.1787318002449313,0.8023540617771125,0.14611716621253407,0.37573434274485934,Cherokee,0.5949032672862237,True
BI-LO - 288,[['37175960301']],0.1408955223880597,0.8907462686567165,0.05894736842105263,0.36352971982194293,Transylvania,0.5864944358531187,True
B AND B PHARMACY,"[['37021001100', '37021001000']]",0.1375984251968504,0.8896653543307087,0.12169987241142409,0.382987883979661,Buncombe,0.6032988614670457,True
HARRIS TEETER - 191,[['37129011612']],0.05668430937339935,0.9079733652040294,0.06966023561550282,0.34477263673097713,New Hanover,0.6183353687872396,False
CVS - 7163,"[['37051001606', '37051003003', '37051003004', '37051003105', '37051003106', '37051001606']]",0.1638970691347637,0.9010307109802271,0.13308131191151248,0.3993363640088344,Cumberland,0.6040513776722567,True
RX CLINIC PHARMACY,"[['37119001927', '37119001927']]",0.04811982154238369,0.7868068833652008,0.09878903760356915,0.3112385808370512,Mecklenburg,0.6095541200719841,False
CLINTON DRUG COMPANY,[['37163970701']],0.06757464641173389,0.8255631220534311,0.16308337703198741,0.35207371516571745,Sampson,0.6218358332772808,False
FAIRBROOK MEDICAL CLINIC AND PHARMACY,[['37035011000']],0.17078189300411523,0.828395061728395,0.33442892358258014,0.4445352927716968,Catawba,0.607559909583031,True
CVS - 3806,"[['37109070100', '37109070100']]",0.15242848915338836,0.8504511422537915,0.22691495488577462,0.4099315287643182,Lincoln,0.6080074705264387,True
CVS - 7407,[['37119001504']],0.0739235170129479,0.8163203854260764,0.17361533779671334,0.3546197467452459,Mecklenburg,0.6095541200719841,False
CAJAHS MOUNTAIN DISCOUNT DRUG,[['37027030801']],0.19732676749912065,0.9511079845233907,0.20677487649964715,0.45173654284071946,Caldwell,0.6086529128719823,True
WARD DRUG COMPANY,"[['37127011103', '37127011104', '37127011103']]",0.16249033255993814,0.948414539829853,0.17147063381373004,0.42745850206784036,Nash,0.6152477772611347,True
CLARKS PHARMACY,[['37117970300']],0.1637351267459907,0.9407656492498707,0.30289705121572685,0.4691326090705294,Martin,0.636534161677096,True
MEDCARE CLINIC AND PHARMACY,"[['37179020305', '37179020310', '37179020310']]",0.06948566979709017,0.9370346941754659,0.037876175934590944,0.34813217996904905,Union,0.6020998533440247,False
CVS - 4293,"[['37051001902', '37051001903', '37051002002', '37051002002']]",0.2014852340107075,0.8253410857175753,0.2140701311529386,0.4136321502937405,Cumberland,0.6040513776722567,True
LIBERTY MEDICAL SPECIALTIES,"[['37129010400', '37129010504', '37129010504']]",0.07078986587183309,0.8786015896671634,0.3494923229321446,0.4329612594903804,New Hanover,0.6183353687872396,True
CVS - 7941,"[['37071032406', '37119005920', '37119005921', '37119005922', '37119005923', '37119005928', '37119005928']]",0.06669297553275454,0.8625690607734806,0.06452569169960475,0.33126257600194664,Gaston,0.615712135351936,False
RITE AID - 11362,"[['37183053524', '37183053525', '37183053524']]",0.09434320425208807,0.9272968868640851,0.06330798479087453,0.3616493586356826,Wake,0.6112400554835205,False
MOORESVILLE PHARMACY,"[['37097061404', '37097061407', '37097061605', '37097061404']]",0.10603690960275258,0.9541757898029403,0.056587370584051215,0.37226668999658136,Iredell,0.6076536297665317,True
ELM CITY PHARMACY INCORPORATED,"[['37127011201', '37195001301', '37195001302', '37195001301']]",0.14873445246586067,0.930068713577455,0.2013568757067061,0.42672001391667397,Nash,0.6152477772611347,True
WINTERPARK DISCOUNT DRUG,"[['37129011502', '37129011905', '37129012011', '37129012011']]",0.08800046622763565,0.9237135031178973,0.15223399355135883,0.38798265429896395,New Hanover,0.6183353687872396,True
EASTER AREA HEALTH EDUCATION CENTER,[['37147000701']],0.15867158671586715,0.9166666666666666,0.43067937288656627,0.5020058754230333,Pitt,0.645969128565846,True
FAISON PHARMACY,"[['37061090201', '37061090202', '37163970102', '37061090202']]",0.17714178825289936,0.8244481855592967,0.20364114114114115,0.4017437049844457,Duplin,0.6067501404607113,True
BI-LO - 640,"[['37119005829', '37119005829']]",0.09301130524152107,0.9100719424460432,0.08838643371017471,0.36382322713257964,Mecklenburg,0.6095541200719841,False
WALGREENS - 9236,"[['37081015707', '37081012508']]",0.11077987121392797,0.9531361793465299,0.08299546863820653,0.3823038397328882,Guilford,0.6247971407630547,True
RITE AID - 11387,"[['37183052705', '37183052706', '37183052705']]",0.10199789695057834,0.8322467577988083,0.1871713985278654,0.37380535109241736,Wake,0.6112400554835205,True
SAM'S CLUB - 8228,[['37067003805']],0.13403012603750383,0.8837995696280356,0.1675840978593272,0.3951379311749556,Forsyth,0.6221954212353153,True
WALGREENS - 12349,[['37157041200']],0.28463587921847244,0.9249555950266429,0.37246309963099633,0.5273515246253705,Rockingham,0.6298912027105816,True
CVS - 3529,"[['37025040701', '37025040705', '37025040800', '37159051400', '37025040800']]",0.14239823780459823,0.8918360791152311,0.15987258205992336,0.3980356329932509,Cabarrus,0.6096473779385173,True
RITE AID - 11537,[['37031970503']],0.198427382053654,0.9167437557816837,0.14338575393154487,0.4195189639222942,Carteret,0.5911289689548256,True
BI-LO - 99,"[['37119006212', '37119006214', '37119006212']]",0.06910569105691057,0.941869918699187,0.050679248352721064,0.3538849527029395,Mecklenburg,0.6095541200719841,False
WALGREENS - 10253,"[['37025042602', '37025042603', '37025042603']]",0.10517278385919725,0.9175359519210131,0.03537239751019532,0.35269371109680187,Cabarrus,0.6096473779385173,False
CVS - 3711,"[['37081016408', '37081016405']]",0.1305780173704702,0.9320155735250075,0.055106319257262656,0.37256663671758017,Guilford,0.6247971407630547,False
WAL-MART - 1751,"[['37183052507', '37183053726']]",0.13908758543951677,0.8987442378000318,0.11508504212366873,0.384305621787739,Wake,0.6112400554835205,True
WALGREENS - 2540,"[['37189920702', '37189920601']]",0.11475759190197123,0.9062333510921684,0.4009257218426273,0.47397222161225566,Watauga,0.6598615554363839,True
CVS - 4176,"[['37021001900', '37021001900']]",0.13318112633181126,0.9327752409944191,0.12997416020671834,0.3986435091776496,Buncombe,0.6032988614670457,True
RITE AID - 11319,"[['37067002501', '37067002200']]",0.0763911225474429,0.9470890961724027,0.0618721097113698,0.36178410947707174,Forsyth,0.6221954212353153,False
WAL-MART SUPERCENTER - 1036,[['37161960800']],0.2551557700745941,0.8211935059236507,0.43387061161404283,0.5034066292040958,Rutherford,0.6163353562876727,True
STEWART COMPOUNDING PHARMACY,"[['37051000800', '37051000800']]",0.18165938864628822,0.9,0.14334470989761092,0.408334699514633,Cumberland,0.6040513776722567,True
INGLES MARKETS - 62,"[['37021002607', '37021002607']]",0.12200956937799043,0.8423710792131844,0.05954279638490165,0.3413078149920255,Buncombe,0.6032988614670457,False
CVS - 3836,[['37129010700']],0.24070125562662875,0.8858090499881545,0.34579219558063,0.49076750039847106,New Hanover,0.6183353687872396,True
WAL-MART SUPERCENTER - 1322,"[['37057061501', '37057061502', '37057061501']]",0.17986968449931412,0.8737997256515775,0.18686354378818737,0.41351098464635966,Davidson,0.613972849529569,True
BEST VALUE DRUG AND COMPOUNDING CENTER,"[['37147001602', '37147001800', '37147001900', '37147001800']]",0.2102713683004323,0.9201520912547528,0.24225220063544975,0.4575585533968783,Pitt,0.645969128565846,True
WAL-MART SUPERCENTER - 1849,[['37067002806']],0.20202778820878708,0.8854675178370259,0.21066466391288022,0.43271998998623107,Forsyth,0.6221954212353153,True
RITE AID - 11467,"[['37119000101', '37119000102', '37119000102']]",0.008700016730801405,0.9641960849924711,0.07177513802911159,0.348223746584128,Mecklenburg,0.6095541200719841,False
HAZELWOOD PHARMACY INCORPORATED,[['37087921201']],0.2423417290673928,0.7937372362151123,0.041524846834581346,0.35920127070569546,Haywood,0.6000540292298133,False
MARSHALL FAMILY PHARMACY,"[['37115010500', '37115010500']]",0.17075185899201323,0.911594602038006,0.10757080610021787,0.3966390890434124,Madison,0.614916858651872,True
RITE AID - 11418,"[['37147000102', '37147000400', '37147000102']]",0.0848916801919413,0.9345847152635665,0.40528319847691574,0.4749198646441412,Pitt,0.645969128565846,True
RITE AID - 11410,"[['37065020400', '37065020300']]",0.15732036736898974,0.9088060507833603,0.2796582675462312,0.4485948952328604,Edgecombe,0.6422826503255457,True
CVS - 4169,[['37051001800']],0.22333044232437121,0.8018213356461406,0.24131944444444445,0.4221570741383187,Cumberland,0.6040513776722567,True
LUMBERTON DRUG COMPANY,[['37155960900']],0.1818637274549098,0.8962925851703407,0.2029058116232465,0.4270207080828323,Robeson,0.6425942755842783,True
MEDICAL VILLAGE APOTHECARY,"[['37001020200', '37001020301', '37001020400', '37001020301']]",0.1588431339321019,0.8312715358978704,0.27938931297709924,0.42316799426902385,Alamance,0.6189910453054347,True
HARRIS TEETER - 257,[['37183053004']],0.09203606311044328,0.9752066115702479,0.06574004507888806,0.3776609065865264,Wake,0.6112400554835205,True
CVS - 5534,"[['37097061002', '37097061102', '37097061103', '37097061104', '37097060400']]",0.17221322779876477,0.8671223841218445,0.12889963724304715,0.3894117497212188,Iredell,0.6076536297665317,True
RITE AID - 11323,"[['37067003906', '37067002605']]",0.09789715497437709,0.9568828414914295,0.0412974122651542,0.3653591362436536,Forsyth,0.6221954212353153,False
WAL-MART SUPERCENTER - 1242,[['37089931000']],0.21481028151774786,0.8888208894328845,0.2248062015503876,0.44281245750034,Henderson,0.5904929953090631,True
BELLS DRUG STORE,"[['37031970305', '37031970305']]",0.1270358306188925,0.9060803474484256,0.09270334928229665,0.3752731757832049,Carteret,0.5911289689548256,True
MOOSE SALISBURY PHARMACY,"[['37159050500', '37159050500']]",0.0920708684286959,0.9483009003775777,0.0326530612244898,0.3576749433435878,Rowan,0.6175117525471473,False
MADISON PHARMACY AND GIFTS,[['37115010500']],0.17075185899201323,0.911594602038006,0.10757080610021787,0.3966390890434124,Madison,0.614916858651872,True
WALGREENS - 11667,"[['37127010604', '37127010604']]",0.17611640742599097,0.8943803311590567,0.08081060795596698,0.38376911551367154,Nash,0.6152477772611347,True
CVS - 7051,"[['37183054204', '37183054223', '37183054224', '37183054224']]",0.1066571224051539,0.9469192225097737,0.07540820829655781,0.3763281844038285,Wake,0.6112400554835205,True
RITE AID - 11558,"[['37111970903', '37111970400']]",0.2209635594376962,0.8571038624266412,0.14530971020464223,0.4077923773563265,McDowell,0.6029824600804007,True
MINTZ COASTAL DRUG,"[['37019020511', '37019020513', '37019020514', '37019990100', '37019020514']]",0.16848776223776224,0.9145541958041958,0.09283761618370695,0.3919598580752217,Brunswick,0.5945979614666878,True
WAL-MART SUPERCENTER - 1527,"[['37139960502', '37139960503', '37139960600', '37139960600']]",0.12015410546592825,0.8979051288225379,0.06977076681122814,0.3626100003665648,Pasquotank,0.6013999337309477,True
THE MEDICAP PHARMACY,"[['37183054006', '37183054012', '37183054006']]",0.07499516160247725,0.9265531256047997,0.13595897038900717,0.379169085865428,Wake,0.6112400554835205,True
WAKE FOREST DRUG,[['37183054219']],0.048532470533857175,0.9382944303212387,0.0032649253731343282,0.33003060874274337,Wake,0.6112400554835205,False
HARRIS TEETER - 4,"[['37119003013', '37119003017', '37119003013']]",0.0832599765258216,0.9647153755868545,0.01335093896713615,0.3537754303599374,Mecklenburg,0.6095541200719841,False
CARRBORO FAMILY PHARMACY,"[['37135010701', '37135010706', '37135011209', '37135011210', '37135010707']]",0.0751011353255905,0.9412110139631998,0.06361738222628213,0.35997651050502416,Orange,0.6325227083559514,False
