Pharmacy,Populations,Percent
CVS - 2471,"[['37183053725', '37183053726', '37183053726']]",[0.49040857000498256]
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,"[['37133000700', '37133000901', '37133000901']]",[0.5299211083317299]
KING'S PHARMACY AND COMPOUNDING LAB,[['37129010503']],[0.4729899497487437]
DAVIS DRUG COMPANY,"[['37101040101', '37101040102', '37101040103', '37195001600', '37101040101']]",[0.5060491262373212]
WALGREENS - 12730,"[['37183053805', '37183053808', '37183054011']]",[0.5017953321364452]
ROCKY POINT PAVILION PHARMACY,"[['37141920601', '37141920602', '37141920602']]",[0.49945871469343567]
CVS - 7018,"[['37183051900', '37183052001']]",[0.47153887592027294]
MAPLE HILL PHARMACY,"[['37061090600', '37133000304', '37141920204', '37141920204']]",[0.5296921819667666]
WOMBLE DRUG STORE,"[['37015960402', '37187950201', '37187950202', '37187950300', '37187950201']]",[0.5977993679035468]
INGLES MARKETS - 179,"[['37089930201', '37089930202', '37089930301', '37089930402', '37089931000']]",[0.4930631617378605]
RITE AID - 11542,"[['37035010403', '37035010403']]",[0.4457755359394704]
RITE AID - 11519,"[['37129011100', '37129011300', '37129010200']]",[0.4779373594047413]
WALGREENS - 7341,"[['37183053513', '37183053513']]",[0.5550915515579826]
SOUTHEAST FAMILY PHARMACY,"[['37191000401', '37191000402', '37191000604', '37191000402']]",[0.5015590608950844]
MAST PHARMACY,"[['37117970300', '37117970200']]",[0.4076708153416307]
INGLES MARKETS - 7,"[['37021001801', '37021000700']]",[0.5]
RITE AID - 11528,[['37019020514']],[0.4853466761972838]
CVS - 5379,[['37059080301']],[0.5025603511338698]
CVS - 7008,"[['37149920103', '37149920104', '37149920201', '37149920104']]",[0.5207465679469382]
PEAK PHARMACY,"[['37067003201', '37067003201']]",[0.4847213900539245]
BEAR DRUGS PHARMACY,[['37055970102']],[0.549117247623359]
CENTRAL REGIONAL HOSPITAL,"[['37077970704', '37077970704']]",[1.0]
CVS - 3973,"[['37127010601', '37127010601']]",[0.49826509368494104]
HARRIS TEETER - 280,"[['37081015704', '37081016006']]",[0.4470354045215413]
SCOTT COMMUNITY HEALTH CENTER,"[['37001021300', '37001021400', '37033930500', '37001021400']]",[0.5181212247448448]
MARTIN DRUG COMPANY,"[['37159051501', '37159051501']]",[0.5074573863636364]
COMMUNITY PHARMACY INCORPORATED,"[['37031970401', '37031970502', '37031970503', '37031970401']]",[0.4867039106145251]
WALLY'S PHARMACY,"[['37171930202', '37171930400']]",[0.5162659123055162]
HARRIS TEETER - 347,"[['37081010403', '37081012503', '37081012508', '37081012508']]",[0.4875064399793921]
INSTITUTIONAL PHARMACY SOLUTIONS,"[['37133000902', '37133002202', '37133002202']]",[0.6076982146285276]
HARRIS TEETER - 11,"[['37119005855', '37119005855']]",[0.514312383322962]
HARVEST FAMILY HEALTH CENTER PHARMACY,"[['37127011202', '37127011300', '37127011202']]",[0.5200974421437271]
RITE AID - 11414,[['37147000701']],[0.46924113156713065]
MARY TAYLOR HOMES,"[['37079950200', '37079950302', '37191000302', '37191000302']]",[0.5280522070153176]
WALGREENS - 7153,"[['37051001702', '37051001901', '37051003207', '37051001605']]",[0.44662379421221865]
COMMWELL HEALTH,"[['37101041302', '37163970201', '37163970202', '37101041302']]",[0.5246603842858891]
FOOD LION - 10,"[['37159051204', '37159050300']]",[0.48685133239831696]
RITE AID - 11321,"[['37067000400', '37067001400', '37067001500', '37067001601', '37067000400']]",[0.4646900269541779]
CVS - 3813,[['37167931203']],[0.3525264394829612]
GIANT GENIE HEALTH MART PHARMACY,"[['37119003110', '37119003110']]",[0.46569178852643417]
HEALTH CENTER PHARMACY,"[['37035011101', '37035011101']]",[0.574585635359116]
STANTONSBURG DRUG COMPANY,"[['37195001000', '37195001100', '37195001000']]",[0.4654346338124572]
WAL-MART SUPERCENTER - 4410,"[['37027031301', '37027031302', '37027031402', '37027031402']]",[0.489152506145132]
RITE AID - 11457,"[['37097061304', '37097061603', '37097061601']]",[0.42121273575339685]
CVS - 2560,"[['37119001802', '37119001914', '37119002100', '37119001802']]",[0.41900603035974215]
RITE AID - 11544,[['37011930200']],[0.5106257378984652]
FOOD LION,"[['37029950102', '37053110101', '37053110401', '37053110403', '37053110404', '37053990100', '37055970101', '37053110404']]",[0.5049299429164504]
MEDICAL PARK PHARMACY WEST,"[['37031970501', '37031970606']]",[0.5052335971406688]
RITE AID - 11357,[['37183053434']],[0.5047801147227533]
HARRIS TEETER - 157,[['37119005709']],[0.5193893129770992]
SUPER REX DRUGS,"[['37171931102', '37197050102', '37197050200', '37197050200']]",[0.5091677066333877]
WALGREENS - 7805,[['37051001701']],[0.41624365482233505]
SAM'S CLUB - 4797,[['37025040703']],[0.38276299112801015]
RITE AID - 11553,[['37035011200']],[0.538479809976247]
GASTON MEMORIAL HOSPITAL,"[['37071031401', '37071031402', '37071032100', '37071032100']]",[0.44755459858505076]
RITE AID - 11371,"[['37183053114', '37183053105']]",[0.513509670079636]
HARRIS TEETER - 37,[['37067003909']],[0.49959382615759546]
CVS - 4655,[['37001021000']],[0.43037088873338]
BRIDGE STREET PHARMACY,[['37171930901']],[0.5529506871463218]
SAM'S CLUB - 4950,"[['37089930401', '37089931000']]",[0.4905888030888031]
ALBEMARLE PHARMACY,[['37167931204']],[0.5311173974540311]
HIGH POINT REGIONAL ADULT HEALTH CENTER,"[['37081013700', '37081013700']]",[0.5611423974255833]
RITE AID - 11397,[['37183053721']],[0.4841757203589986]
BETHLEHEM PHARMACY,"[['37003040700', '37003040700']]",[0.5077744256207937]
PRICE PHARMACY,[['37159051700']],[0.5100344617879586]
FOOTHILLS PHARMACY,"[['37027030100', '37027030100']]",[0.4673273459275317]
LAYNES FAMILY PHARMACY INCORPORATED,"[['37157040300', '37157040300']]",[0.49070450097847357]
ANSON PHARMACY INCORPORATED,"[['37007920600', '37007920502']]",[0.5192389006342495]
WALGREENS - 12630,"[['37077970400', '37077970400']]",[0.47658175842235007]
WAL-MART - 1217,"[['37113970100', '37113970303', '37113970400', '37113970304']]",[0.48554913294797686]
CVS - 7587,"[['37147000303', '37147000304', '37147001002', '37147000303']]",[0.5549181009395526]
WAL-MART SUPERCENTER - 5298,"[['37071031800', '37071031800']]",[0.43647234678624813]
CVS - 4374,"[['37155960202', '37155960204', '37155960302', '37155960402', '37155960302']]",[0.45998201438848924]
PEOPLE'S REXALL DRUG STORE,[['37009970501']],[0.44049008168028003]
CHARLES GEORGE VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37021003003', '37021001900']]",[0.4589017138859741]
FRENCH CREEK BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.5571428571428572]
RITE AID - 11475,"[['37119003012', '37119003021', '37119003105', '37119005827', '37119003012']]",[0.4840195265727181]
U SAVE IT PHARMACY,"[['37113970200', '37113970302', '37113970700', '37113970304']]",[0.49860751939526554]
JABEZ HOME INFUSIONS,"[['37147000604', '37147000604']]",[0.45359160613397903]
WAL-MART SUPERCENTER - 1027,"[['37025042000', '37025042502', '37025042504', '37025042000']]",[0.5110996386164172]
WALGREENS - 11838,"[['37069060302', '37069060302']]",[0.5561719833564494]
CVS - 3592,"[['37159050201', '37159050201']]",[0.45610034207525657]
WALGREENS - 4871,"[['37025041100', '37025040900']]",[0.5056158017041054]
BLUE RIDGE PHARMACY,[['37183052504']],[0.4327546538381092]
WALGREENS - 11088,[['37153970700']],[0.5119318181818182]
CVS - 7570,[['37047930900']],[0.48247879011434897]
RITE AID - 11436,[['37025042603']],[0.4946316731285416]
STANLEYVILLE FAMILY PHARMACY,"[['37067002806', '37067002806']]",[0.4730473047304731]
WALGREENS - 11895,[['37031970501']],[0.4886251236399604]
FAULKNERS DRUGS,"[['37179020501', '37179020502', '37179020902', '37179020406']]",[0.5015817779183802]
WAL-MART SUPERCENTER - 877,"[['37179020205', '37179020206', '37179020401', '37179020401']]",[0.4862837223401031]
WALGREENS - 6315,"[['37081014407', '37081013700']]",[0.5005759420766825]
CVS - 2559,"[['37119005527', '37119005527']]",[0.38359933957072095]
INGLES MARKETS - 4,[['37021001900']],[0.4288443170964661]
RITE AID - 11374,"[['37183052815', '37183052815']]",[0.48332040341349886]
RIDGELAWN CLINIC,"[['37021001000', '37021001000']]",[0.54083583720295]
HIGHLANDS-CASHIERS HOSPITAL PHARMACY,"[['37113970501', '37113970501']]",[0.5794871794871795]
WAL-MART SUPERCENTER - 2845,"[['37037020203', '37037020402']]",[0.5525468661238402]
FOOD LION - 67,"[['37145920200', '37145920300', '37145920300']]",[0.5563398692810457]
FRED'S - 3733,[['37035010900']],[0.4654226125137212]
RITE AID - 11346,"[['37057060304', '37057060400', '37057060400']]",[0.48808501502790896]
RITE AID - 11482,"[['37119001505', '37119001507', '37119001510', '37119005616', '37119001507']]",[0.5047108387590962]
WAL-MART SUPERCENTER - 1552,"[['37159050202', '37159050202']]",[0.43591455273698265]
WAL-MART SUPERCENTER - 1662,[['37097060100']],[0.40381915192361695]
RITE AID - 11541,"[['37035010404', '37035010404']]",[0.4483204134366925]
CENTRAL CAROLINA PHARMACEUTICAL,[['37151030201']],[0.5270625328428796]
WAL-MART SUPERCENTER - 1312,"[['37051003502', '37051003601', '37085071202', '37051003502']]",[0.46773501216196883]
BRYAN CLINIC PHARMACY,"[['37065021100', '37065021100']]",[0.5142982842058953]
CVS - 3815,"[['37007920100', '37007920502', '37007920502']]",[0.4824561403508772]
CAMP JOHNSON BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.5571428571428572]
QUALITY DRUGS,"[['37077970703', '37077970702']]",[0.6237494562853415]
HARRIS TEETER - 283,"[['37183052905', '37183052906', '37183053110', '37183053111', '37183053111']]",[0.48581464469062413]
WALGREENS - 7981,"[['37019020206', '37129012107', '37129012201']]",[0.4555964266946926]
RITE AID - 11465,"[['37045951100', '37045951200', '37045951601', '37045951100']]",[0.48995901639344264]
HARMONY DRUG,"[['37097060801', '37097060802', '37097060802']]",[0.5232744783306581]
ALLCARE PHARMACY SERVICES,[['37101041112']],[0.47309833024118736]
FOOD LION - 2581,"[['37191000102', '37191000304', '37191000304']]",[0.5096279515552845]
CVS - 7054,[['37025042604']],[0.4238095238095238]
RITE AID - 11492,"[['37119005536', '37119005522']]",[0.4803043318198552]
WAL-MART SUPERCENTER - 5118,"[['37183053717', '37183053613']]",[0.4702471772963076]
CAROLINA COMPOUNDING CENTER,"[['37191000303', '37191001301', '37191001302']]",[0.49371439795717936]
CVS - 7517,"[['37155960801', '37155960801']]",[0.6232948583420777]
MEDICINE AND MORE,"[['37119001504', '37119001509', '37119001504']]",[0.4452722590139809]
HARRIS TEETER - 250,[['37067003307']],[0.5985173624658603]
HARRIS TEETER - 190,"[['37025041304', '37025041305', '37025041307', '37025041304']]",[0.5035866397668685]
CVS - 7521,"[['37087920602', '37087920702', '37087980100', '37087920900']]",[0.48178032274856847]
CAREMARK,"[['37183053615', '37183053615']]",[0.3957250144425188]
WAL-MART SUPERCENTER - 1661,"[['37107011001', '37107011302', '37107010800']]",[0.4741710545040558]
WALGREENS - 10276,"[['37183053611', '37183053611']]",[0.47789182787208845]
WAL-MART SUPERCENTER - 2580,"[['37163970802', '37163970900', '37163970801']]",[0.4749876176324913]
PLEASANT GARDEN DRUG STORE,"[['37081016800', '37081016900', '37081017101', '37151031308', '37081016900']]",[0.4901540261259505]
CVS - 7540,"[['37051003800', '37051003800']]",[0.6279220779220779]
BALDWIN WOODS PHARMACY,[['37047930900']],[0.48247879011434897]
CVS - 5558,"[['37011930301', '37011930302', '37011930301']]",[0.5056638811513463]
TOWN AND COUNTRY DRUG HEALTH MART PHARMACY,"[['37003040200', '37003040400']]",[0.47943779281624155]
RITE AID - 11330,"[['37001021702', '37001021702']]",[0.4714176829268293]
INGLES MARKETS - 146,[['37071030901']],[0.48770491803278687]
ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,[['37001020602']],[0.4967948717948718]
CENTER PHARMACY,[['37051000800']],[0.5049450549450549]
WAL-MART - 1953,"[['37069060403', '37069060404', '37069060602', '37069060302']]",[0.5067216981132076]
CVS - 5567,"[['37147000503', '37147001305', '37147000503']]",[0.5]
MABRY'S DRUG AND HOME CARE,[['37153970900']],[0.4037325038880249]
CAROLINAS MEDICAL CENTER - NORTHCROSS PHARMACY,"[['37119006211', '37119006308']]",[0.4815746633121208]
WALGREENS - 10675,[['37081015800']],[0.47593113141250876]
CVS - 2571,"[['37119000800', '37119001000', '37119001100', '37119001000']]",[0.48627167630057805]
CVS - 7681,"[['37057060104', '37057060202', '37067003402', '37067003500', '37067003402']]",[0.4906057308668843]
WAL-MART SUPERCENTER - 2256,[['37181960400']],[0.4463755828740992]
RITE AID - 11487,"[['37119003008', '37119005830', '37119005839', '37119005853', '37119005853']]",[0.45775513788863514]
WALGREENS - 6812,"[['37081012608', '37081012610', '37081012617', '37081012620', '37081012608']]",[0.47560975609756095]
NORTH VILLAGE PHARMACY,"[['37033930100', '37033930200', '37033930300', '37033930400', '37033930200']]",[0.5326184092940125]
CVS - 5042,"[['37183053522', '37183053523', '37183053522']]",[0.5143060130465672]
MARION PHARMACY,"[['37111970400', '37111970500', '37111970904', '37111970400']]",[0.4885434811737907]
CREECH DRUG COMPANY,"[['37101040206', '37101040301', '37101040303', '37101040304', '37101040400', '37101040303']]",[0.48835648614186966]
WILMINGTON HEALTH,"[['37129010700', '37129010700']]",[0.46904087414002427]
THORNE DRUGS,"[['37065021200', '37065021100']]",[0.4785112070738227]
DUKE HOMECARE AND HOSPICE - DUKE HOME INFUSION,"[['37063001709', '37063001709']]",[0.5407037268373933]
LOWE'S FOODS - 224,"[['37183053613', '37183053613']]",[0.4791859389454209]
CVS - 7055,[['37181960500']],[0.4822451317296678]
MEBANE DRUG STORE,"[['37001021207', '37135011104', '37135011105', '37001021207']]",[0.4602290804963411]
WALGREENS - 11396,[['37119005535']],[0.4230769230769231]
WAL-MART SUPERCENTER - 4499,"[['37069060802', '37183054306', '37183054306']]",[0.45465604954656047]
BAKERSVILLE PHARMACY,"[['37121950100', '37121950200', '37199960102', '37121950200']]",[0.503813155386082]
HARRIS TEETER - 210,"[['37129011701', '37129011703', '37129011904', '37129011703']]",[0.46812099404025637]
WAL-MART - 1452,"[['37119003016', '37119003018', '37119005832', '37119003018']]",[0.46603683329347045]
WOMACK ARMY MEDICAL CENTER - NORTH POST MALL-DOD,[['37051003502']],[0.4173728813559322]
GATE CITY PHARMACY,[['37081010500']],[0.4206451612903226]
CVS - 4620,"[['37109071202', '37109071203', '37109071101']]",[0.48787813773868266]
MARINE CORPS NEW RIVER AIRSTATION PHARMACY-DOD,"[['37133002500', '37133000800']]",[0.5604815032295948]
WALGREENS - 7401,"[['37179020312', '37179020312']]",[0.5183956574185766]
HOSPITAL DRIVE PHARMACY,[['37121950300']],[0.46587974917004793]
CVS - 4381,"[['37157041300', '37157041400', '37157041400']]",[0.47765726681127985]
WAL-MART - 1694,"[['37111970600', '37111970300']]",[0.45018450184501846]
BILTMORE HEALTH CENTER PHARMACY,"[['37021000700', '37021000700']]",[0.5367146101438305]
CVS - 5420,"[['37147000606', '37147000607', '37147000606']]",[0.3800403225806452]
WAL-MART SUPERCENTER - 1039,"[['37171930600', '37171931101', '37171930600']]",[0.48571987480438183]
RITE AID - 11335,"[['37081014502', '37151031503']]",[0.5202425539504191]
WALGREENS - 7646,"[['37035010502', '37035010403']]",[0.45034965034965035]
WALGREENS - 12484,"[['37035011102', '37035011101']]",[0.5217089748924955]
RITE AID - 11363,[['37183053513']],[0.5550915515579826]
CVS - 3516,"[['37067002502', '37067003906']]",[0.5096227867590454]
ARCHDALE DRUG AT CORNERSTONE,"[['37057060602', '37081014408']]",[0.42580144777662876]
MOREHEAD CITY DRUG COMPANY,"[['37031970402', '37031970403', '37031970504', '37031970403']]",[0.4672009498367468]
CVS - 7024,"[['37031970903', '37031970904', '37031970904']]",[0.4885515821970671]
CVS - 2562,"[['37119003807', '37119003808']]",[0.5358644413301058]
RITE AID - 11525,"[['37129011705', '37129011611']]",[0.4692549842602308]
RITE AID - 11356,"[['37081015703', '37081012703']]",[0.4759182259182259]
HICKORY FAMILY PHARMACY,[['37035010402']],[0.4279126213592233]
RITE AID - 11919,"[['37119006409', '37119006410', '37119006411', '37119006408']]",[0.45398167723749117]
WALGREENS - 7749,"[['37019020512', '37019020510']]",[0.44171779141104295]
WALGREENS - 10886,[['37089931100']],[0.48035581912527797]
TODD'S PHARMACY OF GATES COUNTY INCORPORATED,"[['37073970100', '37073970200', '37073970300', '37091950201', '37073970200']]",[0.49975097121227213]
ALLEN DRUG,"[['37071030205', '37071030209', '37071033501', '37109071002', '37071033502']]",[0.5125214829364105]
HOT SPRINGS MEDICAL CENTER PHARMACY,"[['37115010200', '37115010200']]",[0.4758317639673572]
HARDIN'S DRUG - 1,"[['37161961200', '37161960800']]",[0.43283004258614016]
FRED'S - 3784,"[['37111970700', '37111970800', '37111970902', '37111970800']]",[0.5346073868699871]
RITE AID - 11403,"[['37063000301', '37063000301']]",[0.5686627645204863]
RITE AID - 11498,[['37119005918']],[0.4726352420120215]
CVS - 7090,"[['37119005856', '37119005857']]",[0.43478260869565216]
CVS - 7524,"[['37025041701', '37167930801', '37167930801']]",[0.5031614305473227]
CVS - 3823,"[['37071031500', '37071033100']]",[0.3971094287680661]
EDEN DRUG,[['37157040300']],[0.49070450097847357]
CAMPUS HEALTH PHARMACY,"[['37135011602', '37135012201', '37135011602']]",[0.43943424382015184]
SOUTHERN PHARMACY SERVICES,[['37067003307']],[0.5985173624658603]
SUTTON'S DRUG STORE,"[['37135011400', '37135011601']]",[0.36384766672626495]
BLACK MOUNTAIN NEURO-MEDICAL TREATMENT CENTER,"[['37021002900', '37021003107', '37021003108', '37021003107']]",[0.42902294901745225]
CVS - 6406,"[['37071030301', '37071030401', '37071030901']]",[0.4895750437689002]
CHARLOTTE TREATMENT CENTER,[['37119003902']],[0.454172366621067]
CVS - 7323,"[['37035011200', '37035011701', '37035011200']]",[0.5218429430491688]
SOUTHSIDE HEALTH MART PHARMACY,"[['37097060200', '37097060300', '37097060300']]",[0.5200632536074323]
SUNSET COMMUNITY PHARMACY,"[['37119005405', '37119005406', '37119005406']]",[0.5048143053645117]
INNES STREET DRUG COMPANY,"[['37159050700', '37159052000', '37159052000']]",[0.5874202370100273]
DURHAM VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37063001505', '37063001505']]",[0.5227272727272727]
CVS - 3523,"[['37097061303', '37097061408', '37097061501', '37097061502', '37097061503', '37097061601', '37097061604', '37097061601']]",[0.4802665784373966]
WALGREENS - 7748,[['37133002600']],[0.4316831683168317]
CVS - 7696,"[['37159050904', '37167930101', '37167930101']]",[0.5162389003770831]
HAVELOCK DRUG COMPANY,"[['37049961301', '37049961302', '37049961303', '37049961301']]",[0.4982102180279857]
CVS - 7313,"[['37093970202', '37093970300']]",[0.4467347331920632]
HENDERSON BRANCH MEDICAL CLINIC PHARMACY,"[['37133001304', '37133001301']]",[0.46007973278741515]
RITE AID - 11390,"[['37183051501', '37183052504', '37183052504']]",[0.440810100838912]
OAKWOOD PHARMACY INCORPORATED,"[['37065020300', '37065020300']]",[0.4727272727272727]
SOUTHSIDE PHARMACY,"[['37069060702', '37127011000', '37127011000']]",[0.5323411562678878]
HARRIS TEETER - 40,"[['37119005845', '37119005850', '37119005850']]",[0.4895833333333333]
RITE AID - 11380,[['37069060302']],[0.5561719833564494]
SAM'S CLUB - 6216,"[['37147001301', '37147001601', '37147000606']]",[0.44773706896551724]
RITE AID - 11562,"[['37089931700', '37089931801', '37089931802', '37089931700']]",[0.4612113402061856]
HARRIS TEETER - 223,"[['37135011204', '37135011207', '37135011208', '37135011207']]",[0.4615101965827669]
WALGREENS - 1956,"[['37019020101', '37019020107', '37019020108', '37019020108']]",[0.4607138506517237]
WAL-MART SUPERCENTER - 1464,"[['37119005927', '37119005927']]",[0.49078138718173836]
FUTRELL PHARMACY SERVICES,"[['37131920201', '37131920202', '37131920303', '37131920201']]",[0.49048122686409307]
WAL-MART SUPERCENTER - 1261,"[['37051002501', '37051002503', '37051002503']]",[0.4983164983164983]
CVS - 6518,"[['37119005531', '37119005532', '37119005609', '37119005610', '37119005611', '37119005531']]",[0.462926978932297]
CENTRAL DRUG STORE,"[['37071030504', '37071030801', '37071031600', '37071031600']]",[0.4728157965918312]
WALGREENS - 10088,[['37061090705']],[0.4322033898305085]
WAL-MART - 1352,"[['37061090703', '37061090704', '37061090705', '37061090705']]",[0.4564935064935065]
WALKERTOWN FAMILY PHARMACY,"[['37067003003', '37067003105']]",[0.4907628776352967]
O'NEALS DRUG STORE - AURORA,"[['37013930800', '37137950104', '37013930800']]",[0.4529639175257732]
DREXEL DISCOUNT DRUGS HEALTH MART PHARMACY,"[['37023020801', '37023020802', '37023021201', '37023020802']]",[0.5143742953776775]
RITE AID - 11339,[['37157040300']],[0.49070450097847357]
RITE AID - 11559,"[['37175960401', '37175960301']]",[0.49398148148148147]
CVS - 2676,"[['37035010600', '37035010700', '37035010600']]",[0.4690345060132629]
WALGREENS - 10434,[['37031970403']],[0.4782608695652174]
RITE AID - 11504,"[['37051003312', '37051003313', '37051003314', '37093970105', '37051003313']]",[0.5083972631142443]
ZEBULON DRUG,[['37183054305']],[0.4626865671641791]
WALGREENS - 7823,[['37021002206']],[0.39553571428571427]
HARRIS TEETER - 118,"[['37183053210', '37183053211', '37183053202']]",[0.5065989847715736]
CVS - 3112,[['37055970102']],[0.549117247623359]
FAMILY MED PHARMACY,"[['37071030103', '37071030208', '37071033502']]",[0.47982456140350876]
INGLES MARKETS - 110,"[['37099950800', '37099950900']]",[0.5085178875638842]
NEIGHBORCARE HOME CARE,[['37077970400']],[0.47658175842235007]
CVS - 3435,"[['37025042102', '37025042101']]",[0.46346938775510205]
FAMILY CARE SPECIALTYPHARMACY,"[['37119005612', '37119005624', '37119005625', '37119005622']]",[0.4230101073910297]
WAL-MART SUPERCENTER - 1131,"[['37003040300', '37003040600', '37003040400']]",[0.5517831956477937]
RITE AID - 11395,"[['37183052508', '37183052504']]",[0.48266448266448264]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - BERNSTEIN CENTER PHARMACY,"[['37147000800', '37147002004', '37147000800']]",[0.5101078167115903]
NEW HANOVER REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,[['37129010700']],[0.46904087414002427]
CVS - 7314,[['37163970701']],[0.5047291487532244]
CVS - 5559,[['37157040300']],[0.49070450097847357]
WALGREENS - 9987,"[['37183054222', '37183054219']]",[0.4714946070878274]
DUKE CHILDRENS HOSPITAL AND HEALTH CENTER,[['37063001505']],[0.5227272727272727]
WALGREENS - 6548,"[['37051002001', '37051002001']]",[0.48026315789473684]
SAINT PAULS DRUG COMPANY,"[['37017950302', '37155960101', '37155960102']]",[0.48582739509105305]
THE OUTER BANKS HOSPITAL,"[['37055970400', '37055970400']]",[0.4701397712833545]
CVS - 3812,"[['37067002702', '37067002702']]",[0.4795373665480427]
CVS - 7331,"[['37189920100', '37189920300', '37189920400', '37189920500', '37189920602', '37189920500']]",[0.44174608054103903]
ANGIER DISCOUNT DRUG,"[['37085070901', '37085070902', '37085070903', '37085070904', '37085071004', '37101041508', '37183052901', '37183053115', '37085070901']]",[0.48768237263812486]
MIZELLES DISCOUNT DRUG,"[['37091950202', '37091950401', '37091980000', '37091950401']]",[0.5698729582577132]
HARRIS TEETER - 216,[['37067002200']],[0.5072978303747534]
DEE'S DRUG STORE INCORPORATED,"[['37141920401', '37141920402', '37141920401']]",[0.5688836104513064]
CVS - 3593,"[['37179020405', '37179020405']]",[0.5935185185185186]
CVS - 7339,"[['37169070701', '37169070701']]",[0.5666666666666667]
WALGREENS - 4546,"[['37119001508', '37119001508']]",[0.4786281034041464]
WINSTON-SALEM HEALTHCARE PHARMACY,[['37067003903']],[0.5]
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,"[['37135011700', '37135011602']]",[0.4648430800891785]
FOOD LION - 2676,"[['37081016006', '37081016006']]",[0.4606158833063209]
RITE AID - 11424,"[['37195000300', '37195000401', '37195000900', '37195000401']]",[0.4447852760736196]
RITE AID - 11359,[['37183053519']],[0.46773530620632964]
WARRENS DRUG STORE SOUTH,"[['37001021204', '37001021206', '37001021902', '37001022001', '37001022002', '37001021205']]",[0.48226843480008036]
MEDICINE BOX HEALTH MART PHARMACY,"[['37161960900', '37161960800']]",[0.4132231404958678]
WAL-MART SUPERCENTER - 1502,"[['37083930100', '37131920301', '37083930400']]",[0.5202863961813843]
SAM'S CLUB - 6414,"[['37071031303', '37071031304', '37071031303']]",[0.5272053716137995]
BOWMAN HEALTH MART DRUG,[['37035010204']],[0.4875038568343104]
METROVIEW PHARMACY,"[['37119002400', '37119002600']]",[0.4167570498915401]
MARLEY DRUG,"[['37067003703', '37067003703']]",[0.4685399069126013]
WALGREENS - 11266,[['37119006208']],[0.4844511052828775]
HARRIS TEETER - 244,"[['37081012510', '37081015705']]",[0.48827621746972427]
CVS - 2521,[['37035011101']],[0.574585635359116]
RITE AID - 11517,[['37125951102']],[0.4993468321358589]
CVS - 7042,"[['37063002013', '37063002036', '37063002036']]",[0.48080087767416346]
WALGREENS - 7479,[['37105030300']],[0.6162221012520414]
RITE AID - 11527,"[['37019020201', '37019020201']]",[0.5466970387243736]
WALGREENS - 12780,[['37027030600']],[0.46597582037996543]
SILER CITY PHARMACY,"[['37037020300', '37037020401', '37037020402', '37037020500', '37037020401']]",[0.485831415420023]
RITE AID - 11372,"[['37183052802', '37183052802']]",[0.49512907939600587]
SMITH'S DRUGS OF FOREST CITY,"[['37161960101', '37161960103', '37161960700', '37161960800', '37161960800']]",[0.42343865581739404]
CVS - 4294,[['37057061400']],[0.4710957722174288]
COLLEGE DISCOUNT DRUG,"[['37023020901', '37023020901']]",[0.516575952498763]
DOCTORS PARK PHARMACY,[['37133002600']],[0.4316831683168317]
HARRIS TEETER - 99,[['37097061403']],[0.5016685205784205]
RITE AID - 11431,[['37167931203']],[0.3525264394829612]
WAL-MART SUPERCENTER - 1372,"[['37183053009', '37183053010', '37183052802']]",[0.5314712518478176]
CVS - 3985,[['37077970400']],[0.47658175842235007]
WAL-MART SUPERCENTER - 3701,"[['37191000800', '37191000902', '37191001000', '37191000700']]",[0.48885744605588966]
WAL-MART SUPERCENTER - 3612,[['37001020302']],[0.47214076246334313]
CVS - 5586,"[['37021001300', '37021001300']]",[0.4816617981174943]
SAM'S CLUB - 6355,[['37035011000']],[0.5502008032128514]
WAL-MART SUPERCENTER - 3289,[['37009970501']],[0.44049008168028003]
WALGREENS - 7475,"[['37083930504', '37083930600', '37083930400']]",[0.4702719311722231]
KING'S PHARMACY,"[['37039930502', '37039930603', '37039930604', '37039930605', '37039930606', '37039930502']]",[0.5126167045167802]
BI-LO - 288,[['37175960301']],[0.49306197964847365]
B AND B PHARMACY,"[['37021001100', '37021001000']]",[0.4996004262120405]
HARRIS TEETER - 191,[['37129011612']],[0.5005596597268861]
CVS - 7163,"[['37051001606', '37051003003', '37051003004', '37051003105', '37051003106', '37051001606']]",[0.47686063672780943]
RX CLINIC PHARMACY,"[['37119001927', '37119001927']]",[0.4207961007311129]
CLINTON DRUG COMPANY,[['37163970701']],[0.5047291487532244]
FAIRBROOK MEDICAL CLINIC AND PHARMACY,[['37035011000']],[0.5502008032128514]
CVS - 3806,"[['37109070100', '37109070100']]",[0.4782742681047766]
CVS - 7407,[['37119001504']],[0.47770557920681156]
CAJAHS MOUNTAIN DISCOUNT DRUG,[['37027030801']],[0.4569789674952199]
WARD DRUG COMPANY,"[['37127011103', '37127011104', '37127011103']]",[0.491725768321513]
