Pharmacy,Populations,Percent
CVS - 2471,"[['37183053725', '37183053726', '37183053726']]",[0.07921313778870642]
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,"[['37133000700', '37133000901', '37133000901']]",[0.10012062726176116]
KING'S PHARMACY AND COMPOUNDING LAB,[['37129010503']],[0.17661816357250376]
DAVIS DRUG COMPANY,"[['37101040101', '37101040102', '37101040103', '37195001600', '37101040101']]",[0.19815734542575397]
WALGREENS - 12730,"[['37183053805', '37183053808', '37183054011']]",[0.01872505883556738]
ROCKY POINT PAVILION PHARMACY,"[['37141920601', '37141920602', '37141920602']]",[0.1788278738972851]
CVS - 7018,"[['37183051900', '37183052001']]",[0.23209817705230548]
MAPLE HILL PHARMACY,"[['37061090600', '37133000304', '37141920204', '37141920204']]",[0.15856388217387413]
WOMBLE DRUG STORE,"[['37015960402', '37187950201', '37187950202', '37187950300', '37187950201']]",[0.31713202344019303]
INGLES MARKETS - 179,"[['37089930201', '37089930202', '37089930301', '37089930402', '37089931000']]",[0.1609385497958551]
RITE AID - 11542,"[['37035010403', '37035010403']]",[0.216]
RITE AID - 11519,"[['37129011100', '37129011300', '37129010200']]",[0.3135967530142056]
WALGREENS - 7341,"[['37183053513', '37183053513']]",[0.07362104777290561]
SOUTHEAST FAMILY PHARMACY,"[['37191000401', '37191000402', '37191000604', '37191000402']]",[0.18758356100680115]
MAST PHARMACY,"[['37117970300', '37117970200']]",[0.26119194180190264]
INGLES MARKETS - 7,"[['37021001801', '37021000700']]",[0.10913185913185913]
RITE AID - 11528,[['37019020514']],[0.0914526908195568]
CVS - 5379,[['37059080301']],[0.012518409425625921]
CVS - 7008,"[['37149920103', '37149920104', '37149920201', '37149920104']]",[0.08628113127902068]
PEAK PHARMACY,"[['37067003201', '37067003201']]",[0.10064442759666414]
BEAR DRUGS PHARMACY,[['37055970102']],[0.03657205240174673]
CENTRAL REGIONAL HOSPITAL,"[['37077970704', '37077970704']]",[0.0]
CVS - 3973,"[['37127010601', '37127010601']]",[0.16170212765957448]
HARRIS TEETER - 280,"[['37081015704', '37081016006']]",[0.07517834278397659]
SCOTT COMMUNITY HEALTH CENTER,"[['37001021300', '37001021400', '37033930500', '37001021400']]",[0.08573739552440011]
MARTIN DRUG COMPANY,"[['37159051501', '37159051501']]",[0.22871333964049195]
COMMUNITY PHARMACY INCORPORATED,"[['37031970401', '37031970502', '37031970503', '37031970401']]",[0.12429617117117117]
WALLY'S PHARMACY,"[['37171930202', '37171930400']]",[0.33276157804459694]
HARRIS TEETER - 347,"[['37081010403', '37081012503', '37081012508', '37081012508']]",[0.13504259228328044]
INSTITUTIONAL PHARMACY SOLUTIONS,"[['37133000902', '37133002202', '37133002202']]",[0.26846299810246677]
HARRIS TEETER - 11,"[['37119005855', '37119005855']]",[0.01781597149444561]
HARVEST FAMILY HEALTH CENTER PHARMACY,"[['37127011202', '37127011300', '37127011202']]",[0.11580137567134646]
RITE AID - 11414,[['37147000701']],[0.43067937288656627]
MARY TAYLOR HOMES,"[['37079950200', '37079950302', '37191000302', '37191000302']]",[0.14789203658264555]
WALGREENS - 7153,"[['37051001702', '37051001901', '37051003207', '37051001605']]",[0.15324216109406688]
COMMWELL HEALTH,"[['37101041302', '37163970201', '37163970202', '37101041302']]",[0.2005468806217169]
FOOD LION - 10,"[['37159051204', '37159050300']]",[0.18709073900841908]
RITE AID - 11321,"[['37067000400', '37067001400', '37067001500', '37067001601', '37067000400']]",[0.3435211044949149]
CVS - 3813,[['37167931203']],[0.46468881006127055]
GIANT GENIE HEALTH MART PHARMACY,"[['37119003110', '37119003110']]",[0.13741496598639455]
HEALTH CENTER PHARMACY,"[['37035011101', '37035011101']]",[0.09844255069056715]
STANTONSBURG DRUG COMPANY,"[['37195001000', '37195001100', '37195001000']]",[0.19031061659712564]
WAL-MART SUPERCENTER - 4410,"[['37027031301', '37027031302', '37027031402', '37027031402']]",[0.0591459528362014]
RITE AID - 11457,"[['37097061304', '37097061603', '37097061601']]",[0.13462522851919562]
CVS - 2560,"[['37119001802', '37119001914', '37119002100', '37119001802']]",[0.11351116265584227]
RITE AID - 11544,[['37011930200']],[0.07217651458489155]
FOOD LION,"[['37029950102', '37053110101', '37053110401', '37053110403', '37053110404', '37053990100', '37055970101', '37053110404']]",[0.07280226862593452]
MEDICAL PARK PHARMACY WEST,"[['37031970501', '37031970606']]",[0.08696942712971208]
RITE AID - 11357,[['37183053434']],[0.04747706422018349]
HARRIS TEETER - 157,[['37119005709']],[0.02946748053041465]
SUPER REX DRUGS,"[['37171931102', '37197050102', '37197050200', '37197050200']]",[0.12893213155852684]
WALGREENS - 7805,[['37051001701']],[0.24928571428571428]
SAM'S CLUB - 4797,[['37025040703']],[0.21791862284820032]
RITE AID - 11553,[['37035011200']],[0.05920831935592083]
GASTON MEMORIAL HOSPITAL,"[['37071031401', '37071031402', '37071032100', '37071032100']]",[0.14599383667180277]
RITE AID - 11371,"[['37183053114', '37183053105']]",[0.05015070328198259]
HARRIS TEETER - 37,[['37067003909']],[0.04246395806028833]
CVS - 4655,[['37001021000']],[0.42778249787595585]
BRIDGE STREET PHARMACY,[['37171930901']],[0.15498938428874734]
SAM'S CLUB - 4950,"[['37089930401', '37089931000']]",[0.16666666666666666]
ALBEMARLE PHARMACY,[['37167931204']],[0.1534090909090909]
HIGH POINT REGIONAL ADULT HEALTH CENTER,"[['37081013700', '37081013700']]",[0.06606526930220218]
RITE AID - 11397,[['37183053721']],[0.01560398170567662]
BETHLEHEM PHARMACY,"[['37003040700', '37003040700']]",[0.11955095494970112]
PRICE PHARMACY,[['37159051700']],[0.18042321494864497]
FOOTHILLS PHARMACY,"[['37027030100', '37027030100']]",[0.2329295154185022]
LAYNES FAMILY PHARMACY INCORPORATED,"[['37157040300', '37157040300']]",[0.11191738766396875]
ANSON PHARMACY INCORPORATED,"[['37007920600', '37007920502']]",[0.1532310918862236]
WALGREENS - 12630,"[['37077970400', '37077970400']]",[0.24764033780427222]
WAL-MART - 1217,"[['37113970100', '37113970303', '37113970400', '37113970304']]",[0.1425218882570629]
CVS - 7587,"[['37147000303', '37147000304', '37147001002', '37147000303']]",[0.25294998502545674]
WAL-MART SUPERCENTER - 5298,"[['37071031800', '37071031800']]",[0.24744130042143286]
CVS - 4374,"[['37155960202', '37155960204', '37155960302', '37155960402', '37155960302']]",[0.29793259699801755]
PEOPLE'S REXALL DRUG STORE,[['37009970501']],[0.1820250284414107]
CHARLES GEORGE VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37021003003', '37021001900']]",[0.15877053524112347]
FRENCH CREEK BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.23630672926447574]
RITE AID - 11475,"[['37119003012', '37119003021', '37119003105', '37119005827', '37119003012']]",[0.04814522494080505]
U SAVE IT PHARMACY,"[['37113970200', '37113970302', '37113970700', '37113970304']]",[0.19881172580012332]
JABEZ HOME INFUSIONS,"[['37147000604', '37147000604']]",[0.16607912260086174]
WAL-MART SUPERCENTER - 1027,"[['37025042000', '37025042502', '37025042504', '37025042000']]",[0.10460787305462313]
WALGREENS - 11838,"[['37069060302', '37069060302']]",[0.25316455696202533]
CVS - 3592,"[['37159050201', '37159050201']]",[0.3207414359455655]
WALGREENS - 4871,"[['37025041100', '37025040900']]",[0.09416313295086057]
BLUE RIDGE PHARMACY,[['37183052504']],[0.09381755296152183]
WALGREENS - 11088,[['37153970700']],[0.5303900816449955]
CVS - 7570,[['37047930900']],[0.25028519279032624]
RITE AID - 11436,[['37025042603']],[0.04045273527562356]
STANLEYVILLE FAMILY PHARMACY,"[['37067002806', '37067002806']]",[0.21066466391288022]
WALGREENS - 11895,[['37031970501']],[0.1454055873443285]
FAULKNERS DRUGS,"[['37179020501', '37179020502', '37179020902', '37179020406']]",[0.11955363936089272]
WAL-MART SUPERCENTER - 877,"[['37179020205', '37179020206', '37179020401', '37179020401']]",[0.06912207315206856]
WALGREENS - 6315,"[['37081014407', '37081013700']]",[0.061047696697920914]
CVS - 2559,"[['37119005527', '37119005527']]",[0.04776632302405498]
INGLES MARKETS - 4,[['37021001900']],[0.12997416020671834]
RITE AID - 11374,"[['37183052815', '37183052815']]",[0.22973457675753228]
RIDGELAWN CLINIC,"[['37021001000', '37021001000']]",[0.16807398472054685]
HIGHLANDS-CASHIERS HOSPITAL PHARMACY,"[['37113970501', '37113970501']]",[0.07745591939546599]
WAL-MART SUPERCENTER - 2845,"[['37037020203', '37037020402']]",[0.2814884218980056]
FOOD LION - 67,"[['37145920200', '37145920300', '37145920300']]",[0.26618297245210293]
FRED'S - 3733,[['37035010900']],[0.4358108108108108]
RITE AID - 11346,"[['37057060304', '37057060400', '37057060400']]",[0.09526202440775305]
RITE AID - 11482,"[['37119001505', '37119001507', '37119001510', '37119005616', '37119001507']]",[0.22547789148484262]
WAL-MART SUPERCENTER - 1552,"[['37159050202', '37159050202']]",[0.2441818181818182]
WAL-MART SUPERCENTER - 1662,[['37097060100']],[0.19831571994715985]
RITE AID - 11541,"[['37035010404', '37035010404']]",[0.07118055555555555]
CENTRAL CAROLINA PHARMACEUTICAL,[['37151030201']],[0.2092063492063492]
WAL-MART SUPERCENTER - 1312,"[['37051003502', '37051003601', '37085071202', '37051003502']]",[0.1834035465856765]
BRYAN CLINIC PHARMACY,"[['37065021100', '37065021100']]",[0.2688254947314315]
CVS - 3815,"[['37007920100', '37007920502', '37007920502']]",[0.16326350994543215]
CAMP JOHNSON BRANCH MEDICAL CLINIC PHARMACY-DOD,[['37133000800']],[0.23630672926447574]
QUALITY DRUGS,"[['37077970703', '37077970702']]",[0.17631670735960936]
HARRIS TEETER - 283,"[['37183052905', '37183052906', '37183053110', '37183053111', '37183053111']]",[0.06875961608909077]
WALGREENS - 7981,"[['37019020206', '37129012107', '37129012201']]",[0.14310588747415387]
RITE AID - 11465,"[['37045951100', '37045951200', '37045951601', '37045951100']]",[0.24095989480604865]
HARMONY DRUG,"[['37097060801', '37097060802', '37097060802']]",[0.1337304255932366]
ALLCARE PHARMACY SERVICES,[['37101041112']],[0.022780832678711706]
FOOD LION - 2581,"[['37191000102', '37191000304', '37191000304']]",[0.14677632368831792]
CVS - 7054,[['37025042604']],[0.04734085414987913]
RITE AID - 11492,"[['37119005536', '37119005522']]",[0.03987005316007088]
WAL-MART SUPERCENTER - 5118,"[['37183053717', '37183053613']]",[0.0519326535451743]
CAROLINA COMPOUNDING CENTER,"[['37191000303', '37191001301', '37191001302']]",[0.07235477178423237]
CVS - 7517,"[['37155960801', '37155960801']]",[0.5]
MEDICINE AND MORE,"[['37119001504', '37119001509', '37119001504']]",[0.16950492640797957]
HARRIS TEETER - 250,[['37067003307']],[0.05518436030685474]
HARRIS TEETER - 190,"[['37025041304', '37025041305', '37025041307', '37025041304']]",[0.032495136537214496]
CVS - 7521,"[['37087920602', '37087920702', '37087980100', '37087920900']]",[0.10752858958068615]
CAREMARK,"[['37183053615', '37183053615']]",[0.06707317073170732]
WAL-MART SUPERCENTER - 1661,"[['37107011001', '37107011302', '37107010800']]",[0.21388383253350984]
WALGREENS - 10276,"[['37183053611', '37183053611']]",[0.015917341524713767]
WAL-MART SUPERCENTER - 2580,"[['37163970802', '37163970900', '37163970801']]",[0.2627979483053404]
PLEASANT GARDEN DRUG STORE,"[['37081016800', '37081016900', '37081017101', '37151031308', '37081016900']]",[0.07434081542831993]
CVS - 7540,"[['37051003800', '37051003800']]",[0.354014598540146]
BALDWIN WOODS PHARMACY,[['37047930900']],[0.25028519279032624]
CVS - 5558,"[['37011930301', '37011930302', '37011930301']]",[0.1762205754141238]
TOWN AND COUNTRY DRUG HEALTH MART PHARMACY,"[['37003040200', '37003040400']]",[0.1488205128205128]
RITE AID - 11330,"[['37001021702', '37001021702']]",[0.2994718309859155]
INGLES MARKETS - 146,[['37071030901']],[0.18567737172388335]
ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,[['37001020602']],[0.04009342156481121]
CENTER PHARMACY,[['37051000800']],[0.14334470989761092]
WAL-MART - 1953,"[['37069060403', '37069060404', '37069060602', '37069060302']]",[0.20399851906701222]
CVS - 5567,"[['37147000503', '37147001305', '37147000503']]",[0.13095432967752496]
MABRY'S DRUG AND HOME CARE,[['37153970900']],[0.17355718782791185]
CAROLINAS MEDICAL CENTER - NORTHCROSS PHARMACY,"[['37119006211', '37119006308']]",[0.021586066333148045]
WALGREENS - 10675,[['37081015800']],[0.08019399954883825]
CVS - 2571,"[['37119000800', '37119001000', '37119001100', '37119001000']]",[0.10351392083762989]
CVS - 7681,"[['37057060104', '37057060202', '37067003402', '37067003500', '37067003402']]",[0.2353680742217983]
WAL-MART SUPERCENTER - 2256,[['37181960400']],[0.0629793167557518]
RITE AID - 11487,"[['37119003008', '37119005830', '37119005839', '37119005853', '37119005853']]",[0.07530545112781954]
WALGREENS - 6812,"[['37081012608', '37081012610', '37081012617', '37081012620', '37081012608']]",[0.2138135540866127]
NORTH VILLAGE PHARMACY,"[['37033930100', '37033930200', '37033930300', '37033930400', '37033930200']]",[0.2353009259259259]
CVS - 5042,"[['37183053522', '37183053523', '37183053522']]",[0.04119726608531699]
MARION PHARMACY,"[['37111970400', '37111970500', '37111970904', '37111970400']]",[0.22907608695652174]
CREECH DRUG COMPANY,"[['37101040206', '37101040301', '37101040303', '37101040304', '37101040400', '37101040303']]",[0.17309803259309298]
WILMINGTON HEALTH,"[['37129010700', '37129010700']]",[0.34579219558063]
THORNE DRUGS,"[['37065021200', '37065021100']]",[0.2514564261086672]
DUKE HOMECARE AND HOSPICE - DUKE HOME INFUSION,"[['37063001709', '37063001709']]",[0.286744555026684]
LOWE'S FOODS - 224,"[['37183053613', '37183053613']]",[0.04800189170016552]
CVS - 7055,[['37181960500']],[0.17441555030207512]
MEBANE DRUG STORE,"[['37001021207', '37135011104', '37135011105', '37001021207']]",[0.1624892703862661]
WALGREENS - 11396,[['37119005535']],[0.14860681114551083]
WAL-MART SUPERCENTER - 4499,"[['37069060802', '37183054306', '37183054306']]",[0.1283760327709505]
BAKERSVILLE PHARMACY,"[['37121950100', '37121950200', '37199960102', '37121950200']]",[0.12112578779245446]
HARRIS TEETER - 210,"[['37129011701', '37129011703', '37129011904', '37129011703']]",[0.04729932258257898]
WAL-MART - 1452,"[['37119003016', '37119003018', '37119005832', '37119003018']]",[0.041587602783048704]
WOMACK ARMY MEDICAL CENTER - NORTH POST MALL-DOD,[['37051003502']],[0.14549483013293943]
GATE CITY PHARMACY,[['37081010500']],[0.0994544691565254]
CVS - 4620,"[['37109071202', '37109071203', '37109071101']]",[0.06929123455974635]
MARINE CORPS NEW RIVER AIRSTATION PHARMACY-DOD,"[['37133002500', '37133000800']]",[0.184015984015984]
WALGREENS - 7401,"[['37179020312', '37179020312']]",[0.09708529789969995]
HOSPITAL DRIVE PHARMACY,[['37121950300']],[0.18253968253968253]
CVS - 4381,"[['37157041300', '37157041400', '37157041400']]",[0.23599791919542223]
WAL-MART - 1694,"[['37111970600', '37111970300']]",[0.18049792531120332]
BILTMORE HEALTH CENTER PHARMACY,"[['37021000700', '37021000700']]",[0.16002415458937197]
CVS - 5420,"[['37147000606', '37147000607', '37147000606']]",[0.19489127196901995]
WAL-MART SUPERCENTER - 1039,"[['37171930600', '37171931101', '37171930600']]",[0.08834720570749108]
RITE AID - 11335,"[['37081014502', '37151031503']]",[0.1727484949010935]
WALGREENS - 7646,"[['37035010502', '37035010403']]",[0.13480008934554388]
WALGREENS - 12484,"[['37035011102', '37035011101']]",[0.17531667839549614]
RITE AID - 11363,[['37183053513']],[0.07362104777290561]
CVS - 3516,"[['37067002502', '37067003906']]",[0.036585365853658534]
ARCHDALE DRUG AT CORNERSTONE,"[['37057060602', '37081014408']]",[0.1601489757914339]
MOREHEAD CITY DRUG COMPANY,"[['37031970402', '37031970403', '37031970504', '37031970403']]",[0.09508076358296623]
CVS - 7024,"[['37031970903', '37031970904', '37031970904']]",[0.02306996381182147]
CVS - 2562,"[['37119003807', '37119003808']]",[0.22058056666087258]
RITE AID - 11525,"[['37129011705', '37129011611']]",[0.0385856324488049]
RITE AID - 11356,"[['37081015703', '37081012703']]",[0.11302340224577605]
HICKORY FAMILY PHARMACY,[['37035010402']],[0.1247970308513106]
RITE AID - 11919,"[['37119006409', '37119006410', '37119006411', '37119006408']]",[0.07116104868913857]
WALGREENS - 7749,"[['37019020512', '37019020510']]",[0.12596181248218866]
WALGREENS - 10886,[['37089931100']],[0.08611249377799901]
TODD'S PHARMACY OF GATES COUNTY INCORPORATED,"[['37073970100', '37073970200', '37073970300', '37091950201', '37073970200']]",[0.13555174944947393]
ALLEN DRUG,"[['37071030205', '37071030209', '37071033501', '37109071002', '37071033502']]",[0.11168145486543961]
HOT SPRINGS MEDICAL CENTER PHARMACY,"[['37115010200', '37115010200']]",[0.171345995045417]
HARDIN'S DRUG - 1,"[['37161961200', '37161960800']]",[0.3273636469356902]
FRED'S - 3784,"[['37111970700', '37111970800', '37111970902', '37111970800']]",[0.14141652414931888]
RITE AID - 11403,"[['37063000301', '37063000301']]",[0.21968911917098446]
RITE AID - 11498,[['37119005918']],[0.022754021184778345]
CVS - 7090,"[['37119005856', '37119005857']]",[0.036579892280071816]
CVS - 7524,"[['37025041701', '37167930801', '37167930801']]",[0.08146300914380715]
CVS - 3823,"[['37071031500', '37071033100']]",[0.25634909499087977]
EDEN DRUG,[['37157040300']],[0.11191738766396875]
CAMPUS HEALTH PHARMACY,"[['37135011602', '37135012201', '37135011602']]",[0.12804739120528594]
SOUTHERN PHARMACY SERVICES,[['37067003307']],[0.05518436030685474]
SUTTON'S DRUG STORE,"[['37135011400', '37135011601']]",[0.33923215356928615]
BLACK MOUNTAIN NEURO-MEDICAL TREATMENT CENTER,"[['37021002900', '37021003107', '37021003108', '37021003107']]",[0.05787937743190662]
CVS - 6406,"[['37071030301', '37071030401', '37071030901']]",[0.13801782905086524]
CHARLOTTE TREATMENT CENTER,[['37119003902']],[0.32243654822335027]
CVS - 7323,"[['37035011200', '37035011701', '37035011200']]",[0.05961367013372957]
SOUTHSIDE HEALTH MART PHARMACY,"[['37097060200', '37097060300', '37097060300']]",[0.27133537478365066]
SUNSET COMMUNITY PHARMACY,"[['37119005405', '37119005406', '37119005406']]",[0.09501322251605591]
INNES STREET DRUG COMPANY,"[['37159050700', '37159052000', '37159052000']]",[0.27778445272137453]
DURHAM VETERANS AFFAIRS MEDICAL CENTER PHARMACY,"[['37063001505', '37063001505']]",[0.3228639872238488]
CVS - 3523,"[['37097061303', '37097061408', '37097061501', '37097061502', '37097061503', '37097061601', '37097061604', '37097061601']]",[0.10052346460527117]
WALGREENS - 7748,[['37133002600']],[0.32483660130718955]
CVS - 7696,"[['37159050904', '37167930101', '37167930101']]",[0.07086087174767841]
HAVELOCK DRUG COMPANY,"[['37049961301', '37049961302', '37049961303', '37049961301']]",[0.1352170916609235]
CVS - 7313,"[['37093970202', '37093970300']]",[0.3106267029972752]
HENDERSON BRANCH MEDICAL CLINIC PHARMACY,"[['37133001304', '37133001301']]",[0.16224211755546905]
RITE AID - 11390,"[['37183051501', '37183052504', '37183052504']]",[0.07499717418333898]
OAKWOOD PHARMACY INCORPORATED,"[['37065020300', '37065020300']]",[0.2919821393904096]
SOUTHSIDE PHARMACY,"[['37069060702', '37127011000', '37127011000']]",[0.16187138316081182]
HARRIS TEETER - 40,"[['37119005845', '37119005850', '37119005850']]",[0.016791744840525327]
RITE AID - 11380,[['37069060302']],[0.25316455696202533]
SAM'S CLUB - 6216,"[['37147001301', '37147001601', '37147000606']]",[0.16515380736258195]
RITE AID - 11562,"[['37089931700', '37089931801', '37089931802', '37089931700']]",[0.050752658472586656]
HARRIS TEETER - 223,"[['37135011204', '37135011207', '37135011208', '37135011207']]",[0.06511761331038439]
WALGREENS - 1956,"[['37019020101', '37019020107', '37019020108', '37019020108']]",[0.1315897688954684]
WAL-MART SUPERCENTER - 1464,"[['37119005927', '37119005927']]",[0.04375081624657176]
FUTRELL PHARMACY SERVICES,"[['37131920201', '37131920202', '37131920303', '37131920201']]",[0.18004459308807136]
WAL-MART SUPERCENTER - 1261,"[['37051002501', '37051002503', '37051002503']]",[0.19713676515382272]
CVS - 6518,"[['37119005531', '37119005532', '37119005609', '37119005610', '37119005611', '37119005531']]",[0.1506833083181926]
CENTRAL DRUG STORE,"[['37071030504', '37071030801', '37071031600', '37071031600']]",[0.14778826577827134]
WALGREENS - 10088,[['37061090705']],[0.1138996138996139]
WAL-MART - 1352,"[['37061090703', '37061090704', '37061090705', '37061090705']]",[0.1345171773444754]
WALKERTOWN FAMILY PHARMACY,"[['37067003003', '37067003105']]",[0.1344034825193851]
O'NEALS DRUG STORE - AURORA,"[['37013930800', '37137950104', '37013930800']]",[0.2789473684210526]
DREXEL DISCOUNT DRUGS HEALTH MART PHARMACY,"[['37023020801', '37023020802', '37023021201', '37023020802']]",[0.1424915221703244]
RITE AID - 11339,[['37157040300']],[0.11191738766396875]
RITE AID - 11559,"[['37175960401', '37175960301']]",[0.08011672635628067]
CVS - 2676,"[['37035010600', '37035010700', '37035010600']]",[0.14668585920899307]
WALGREENS - 10434,[['37031970403']],[0.06560283687943262]
RITE AID - 11504,"[['37051003312', '37051003313', '37051003314', '37093970105', '37051003313']]",[0.12484319607308426]
ZEBULON DRUG,[['37183054305']],[0.10588492671187924]
WALGREENS - 7823,[['37021002206']],[0.03721754541426672]
HARRIS TEETER - 118,"[['37183053210', '37183053211', '37183053202']]",[0.03046772929187353]
CVS - 3112,[['37055970102']],[0.03657205240174673]
FAMILY MED PHARMACY,"[['37071030103', '37071030208', '37071033502']]",[0.08385999027710257]
INGLES MARKETS - 110,"[['37099950800', '37099950900']]",[0.09438959788104985]
NEIGHBORCARE HOME CARE,[['37077970400']],[0.24764033780427222]
CVS - 3435,"[['37025042102', '37025042101']]",[0.12277047259471423]
FAMILY CARE SPECIALTYPHARMACY,"[['37119005612', '37119005624', '37119005625', '37119005622']]",[0.12183073443637663]
WAL-MART SUPERCENTER - 1131,"[['37003040300', '37003040600', '37003040400']]",[0.13189915966386553]
RITE AID - 11395,"[['37183052508', '37183052504']]",[0.09203673894517565]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - BERNSTEIN CENTER PHARMACY,"[['37147000800', '37147002004', '37147000800']]",[0.2937548188126446]
NEW HANOVER REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,[['37129010700']],[0.34579219558063]
CVS - 7314,[['37163970701']],[0.16308337703198741]
CVS - 5559,[['37157040300']],[0.11191738766396875]
WALGREENS - 9987,"[['37183054222', '37183054219']]",[0.018187885866844652]
DUKE CHILDRENS HOSPITAL AND HEALTH CENTER,[['37063001505']],[0.3228639872238488]
WALGREENS - 6548,"[['37051002001', '37051002001']]",[0.23714458560193588]
SAINT PAULS DRUG COMPANY,"[['37017950302', '37155960101', '37155960102']]",[0.2751875415440129]
THE OUTER BANKS HOSPITAL,"[['37055970400', '37055970400']]",[0.027547295054762694]
CVS - 3812,"[['37067002702', '37067002702']]",[0.19119846186712242]
CVS - 7331,"[['37189920100', '37189920300', '37189920400', '37189920500', '37189920602', '37189920500']]",[0.29084235114649376]
ANGIER DISCOUNT DRUG,"[['37085070901', '37085070902', '37085070903', '37085070904', '37085071004', '37101041508', '37183052901', '37183053115', '37085070901']]",[0.07799564270152505]
MIZELLES DISCOUNT DRUG,"[['37091950202', '37091950401', '37091980000', '37091950401']]",[0.24975272007912958]
HARRIS TEETER - 216,[['37067002200']],[0.08134642356241234]
DEE'S DRUG STORE INCORPORATED,"[['37141920401', '37141920402', '37141920401']]",[0.17147344374643061]
CVS - 3593,"[['37179020405', '37179020405']]",[0.2420749279538905]
CVS - 7339,"[['37169070701', '37169070701']]",[0.13900219642296832]
WALGREENS - 4546,"[['37119001508', '37119001508']]",[0.10103708359522313]
WINSTON-SALEM HEALTHCARE PHARMACY,[['37067003903']],[0.16722972972972974]
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,"[['37135011700', '37135011602']]",[0.451417004048583]
FOOD LION - 2676,"[['37081016006', '37081016006']]",[0.08440008678672163]
RITE AID - 11424,"[['37195000300', '37195000401', '37195000900', '37195000401']]",[0.18476664751324778]
RITE AID - 11359,[['37183053519']],[0.10102407971215056]
WARRENS DRUG STORE SOUTH,"[['37001021204', '37001021206', '37001021902', '37001022001', '37001022002', '37001021205']]",[0.08975004193927194]
MEDICINE BOX HEALTH MART PHARMACY,"[['37161960900', '37161960800']]",[0.3349802371541502]
WAL-MART SUPERCENTER - 1502,"[['37083930100', '37131920301', '37083930400']]",[0.301309550688643]
SAM'S CLUB - 6414,"[['37071031303', '37071031304', '37071031303']]",[0.3134962805526036]
BOWMAN HEALTH MART DRUG,[['37035010204']],[0.1464060272856852]
METROVIEW PHARMACY,"[['37119002400', '37119002600']]",[0.06597379123361952]
MARLEY DRUG,"[['37067003703', '37067003703']]",[0.05761511216056671]
WALGREENS - 11266,[['37119006208']],[0.04649309245483528]
HARRIS TEETER - 244,"[['37081012510', '37081015705']]",[0.05355648535564853]
CVS - 2521,[['37035011101']],[0.09844255069056715]
RITE AID - 11517,[['37125951102']],[0.08844896476571014]
CVS - 7042,"[['37063002013', '37063002036', '37063002036']]",[0.0910797194507557]
WALGREENS - 7479,[['37105030300']],[0.3588328075709779]
RITE AID - 11527,"[['37019020201', '37019020201']]",[0.1951761888470749]
WALGREENS - 12780,[['37027030600']],[0.12223756906077347]
SILER CITY PHARMACY,"[['37037020300', '37037020401', '37037020402', '37037020500', '37037020401']]",[0.24443195087142672]
RITE AID - 11372,"[['37183052802', '37183052802']]",[0.05205606037270907]
SMITH'S DRUGS OF FOREST CITY,"[['37161960101', '37161960103', '37161960700', '37161960800', '37161960800']]",[0.29597091790366553]
CVS - 4294,[['37057061400']],[0.5061076262793001]
COLLEGE DISCOUNT DRUG,"[['37023020901', '37023020901']]",[0.08486102897693672]
DOCTORS PARK PHARMACY,[['37133002600']],[0.32483660130718955]
HARRIS TEETER - 99,[['37097061403']],[0.07197513151602104]
RITE AID - 11431,[['37167931203']],[0.46468881006127055]
WAL-MART SUPERCENTER - 1372,"[['37183053009', '37183053010', '37183052802']]",[0.07026355047240179]
CVS - 3985,[['37077970400']],[0.24764033780427222]
WAL-MART SUPERCENTER - 3701,"[['37191000800', '37191000902', '37191001000', '37191000700']]",[0.24469265478215843]
WAL-MART SUPERCENTER - 3612,[['37001020302']],[0.17927403712939874]
CVS - 5586,"[['37021001300', '37021001300']]",[0.22531380753138075]
SAM'S CLUB - 6355,[['37035011000']],[0.33442892358258014]
WAL-MART SUPERCENTER - 3289,[['37009970501']],[0.1820250284414107]
WALGREENS - 7475,"[['37083930504', '37083930600', '37083930400']]",[0.2645218157778757]
KING'S PHARMACY,"[['37039930502', '37039930603', '37039930604', '37039930605', '37039930606', '37039930502']]",[0.14611716621253407]
BI-LO - 288,[['37175960301']],[0.05894736842105263]
B AND B PHARMACY,"[['37021001100', '37021001000']]",[0.12169987241142409]
HARRIS TEETER - 191,[['37129011612']],[0.06966023561550282]
CVS - 7163,"[['37051001606', '37051003003', '37051003004', '37051003105', '37051003106', '37051001606']]",[0.13308131191151248]
RX CLINIC PHARMACY,"[['37119001927', '37119001927']]",[0.09878903760356915]
CLINTON DRUG COMPANY,[['37163970701']],[0.16308337703198741]
FAIRBROOK MEDICAL CLINIC AND PHARMACY,[['37035011000']],[0.33442892358258014]
CVS - 3806,"[['37109070100', '37109070100']]",[0.22691495488577462]
CVS - 7407,[['37119001504']],[0.17361533779671334]
CAJAHS MOUNTAIN DISCOUNT DRUG,[['37027030801']],[0.20677487649964715]
WARD DRUG COMPANY,"[['37127011103', '37127011104', '37127011103']]",[0.17147063381373004]
